submission_id,age,comments,competitor,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemOrder,itemQuestion,languages,otherCategory,responseTime,sameCategory,settingName,targetOption,trialNr,trial_type
2951,61,NA,100,Higher degree,130135,1711973414487,1711973284352,male,interior-deco,"otherCategory,competitor,itemQuestion,sameCategory",48,English,5,25471,47,interior,competitor,3,main
2951,61,NA,57,Higher degree,130135,1711973414487,1711973284352,male,bar-tea,"sameCategory,itemQuestion,competitor,otherCategory",41,English,74,14951,98,bar,sameCategory,4,main
2951,61,NA,84,Higher degree,130135,1711973414487,1711973284352,male,touristInfo-clubbing,"itemQuestion,otherCategory,competitor,sameCategory",100,English,56,16887,53,touristInfo,itemQuestion,5,main
2976,54,NA,37,Graduated College,157869,1711973469185,1711973311316,female,zoo-xl,"otherCategory,itemQuestion,competitor,sameCategory",35,English,95,39100,39,zoo,otherCategory,1,main
2976,54,NA,22,Graduated College,157869,1711973469185,1711973311316,female,bar-whiteWine,"itemQuestion,competitor,sameCategory,otherCategory",22,English,0,16900,98,bar,sameCategory,2,main
2976,54,NA,99,Graduated College,157869,1711973469185,1711973311316,female,interior-green,"competitor,otherCategory,sameCategory,itemQuestion",70,English,1,18321,55,interior,competitor,3,main
2976,54,NA,1,Graduated College,157869,1711973469185,1711973311316,female,airport-europe-UPDATED,"itemQuestion,otherCategory,competitor,sameCategory",0,English,0,28191,0,airport,itemQuestion,4,filler
2976,54,NA,67,Graduated College,157869,1711973469185,1711973311316,female,gym-yoga,"sameCategory,otherCategory,competitor,itemQuestion",99,English,16,14919,44,gymActivities,itemQuestion,5,main
2890,33,NA,0,Higher degree,119304,1711973341080,1711973221776,male,jobCenter-office,"sameCategory,otherCategory,competitor,itemQuestion",0,NA,0,35221,0,jobCenter,itemQuestion,1,filler
2890,33,NA,64,Higher degree,119304,1711973341080,1711973221776,male,touristInfo-clubbing,"sameCategory,itemQuestion,otherCategory,competitor",62,NA,100,23692,76,touristInfo,otherCategory,2,main
2890,33,NA,30,Higher degree,119304,1711973341080,1711973221776,male,petAdoption-hamster,"competitor,otherCategory,sameCategory,itemQuestion",32,NA,33,12600,100,petAdoption,sameCategory,3,main
2890,33,NA,85,Higher degree,119304,1711973341080,1711973221776,male,interior-deco,"otherCategory,sameCategory,itemQuestion,competitor",100,NA,18,13320,23,interior,itemQuestion,4,main
2890,33,NA,100,Higher degree,119304,1711973341080,1711973221776,male,zoo-reptiles,"sameCategory,itemQuestion,otherCategory,competitor",65,NA,42,12023,43,zoo,competitor,5,main
2892,39,NA,0,Graduated College,85584,1711973341824,1711973256240,female,jobCenter-office,"itemQuestion,competitor,sameCategory,otherCategory",0,English,0,21873,0,jobCenter,itemQuestion,1,filler
2892,39,NA,100,Graduated College,85584,1711973341824,1711973256240,female,interior-deco,"itemQuestion,otherCategory,competitor,sameCategory",34,English,0,12164,12,interior,competitor,2,main
2892,39,NA,37,Graduated College,85584,1711973341824,1711973256240,female,waterSport-muscle,"sameCategory,itemQuestion,otherCategory,competitor",17,English,100,10855,10,waterSport,otherCategory,3,main
2892,39,NA,8,Graduated College,85584,1711973341824,1711973256240,female,bar-tea,"otherCategory,itemQuestion,sameCategory,competitor",7,English,0,12739,99,bar,sameCategory,4,main
2892,39,NA,99,Graduated College,85584,1711973341824,1711973256240,female,friendsActivities-videoEntertainment,"itemQuestion,competitor,sameCategory,otherCategory",99,English,8,10590,40,friendsActivities,itemQuestion,5,main
2984,67,:),100,Graduated High-school,233629,1711973486904,1711973253275,male,zoo-xl,"itemQuestion,sameCategory,otherCategory,competitor",100,English,61,30159,73,zoo,competitor,1,main
2984,67,:),37,Graduated High-school,233629,1711973486904,1711973253275,male,bookingAgency-lowClassAccommodation,"otherCategory,itemQuestion,competitor,sameCategory",17,English,100,27633,100,bookingAgency,sameCategory,2,main
2984,67,:),74,Graduated High-school,233629,1711973486904,1711973253275,male,bar-whiteWine,"itemQuestion,sameCategory,competitor,otherCategory",100,English,52,26321,61,bar,itemQuestion,3,main
2984,67,:),63,Graduated High-school,233629,1711973486904,1711973253275,male,gym-yoga,"sameCategory,otherCategory,competitor,itemQuestion",42,English,100,20322,38,gymActivities,otherCategory,4,main
2984,67,:),100,Graduated High-school,233629,1711973486904,1711973253275,male,music-softrock,"itemQuestion,competitor,otherCategory,sameCategory",100,English,100,24093,100,music,itemQuestion,5,filler
2893,43,NA,100,Graduated High-school,102069,1711973347034,1711973244965,male,gym-yoga,"itemQuestion,competitor,otherCategory,sameCategory",87,English,11,16570,22,gymActivities,competitor,1,main
2893,43,NA,76,Graduated High-school,102069,1711973347034,1711973244965,male,books-romance,"otherCategory,competitor,sameCategory,itemQuestion",100,English,28,14693,36,books,itemQuestion,2,main
2893,43,NA,36,Graduated High-school,102069,1711973347034,1711973244965,male,carRental-moving,"itemQuestion,otherCategory,competitor,sameCategory",100,English,91,17797,61,carRental,itemQuestion,3,filler
2893,43,NA,1,Graduated High-school,102069,1711973347034,1711973244965,male,kidsActivities-crafts,"sameCategory,competitor,otherCategory,itemQuestion",0,English,100,12037,0,kidsActivities,otherCategory,4,main
2893,43,NA,36,Graduated High-school,102069,1711973347034,1711973244965,male,clothing-clothes,"itemQuestion,otherCategory,competitor,sameCategory",37,English,7,11139,99,clothing,sameCategory,5,main
2921,47,NA,100,Graduated High-school,111707,1711973369687,1711973257980,female,art-painting,"sameCategory,itemQuestion,competitor,otherCategory",100,english,100,37287,100,art,itemQuestion,1,filler
2921,47,NA,100,Graduated High-school,111707,1711973369687,1711973257980,female,gym-boxing,"otherCategory,itemQuestion,sameCategory,competitor",86,english,19,15002,85,gymActivities,competitor,2,main
2921,47,NA,59,Graduated High-school,111707,1711973369687,1711973257980,female,electronics-console,"competitor,sameCategory,otherCategory,itemQuestion",84,english,49,11872,100,electronics,sameCategory,3,main
2921,47,NA,80,Graduated High-school,111707,1711973369687,1711973257980,female,petAdoption-hamster,"itemQuestion,competitor,otherCategory,sameCategory",100,english,77,12320,24,petAdoption,itemQuestion,4,main
2921,47,NA,23,Graduated High-school,111707,1711973369687,1711973257980,female,zoo-reptiles,"otherCategory,itemQuestion,sameCategory,competitor",30,english,100,10312,19,zoo,otherCategory,5,main
2931,21,NA,18,Graduated College,104212,1711973379483,1711973275271,other,cafe-pizza,"competitor,sameCategory,itemQuestion,otherCategory",24,English,85,19431,7,cafe,otherCategory,1,main
2931,21,NA,59,Graduated College,104212,1711973379483,1711973275271,other,airport-usa,"itemQuestion,competitor,sameCategory,otherCategory",89,English,10,19250,30,airport,itemQuestion,2,filler
2931,21,NA,67,Graduated College,104212,1711973379483,1711973275271,other,touristInfo-clubbing,"sameCategory,otherCategory,itemQuestion,competitor",91,English,60,13050,74,touristInfo,itemQuestion,3,main
2931,21,NA,63,Graduated College,104212,1711973379483,1711973275271,other,kidsActivities-sports,"itemQuestion,competitor,otherCategory,sameCategory",56,English,41,15201,86,kidsActivities,sameCategory,4,main
2931,21,NA,90,Graduated College,104212,1711973379483,1711973275271,other,electronics-console,"sameCategory,competitor,itemQuestion,otherCategory",66,English,41,12783,41,electronics,competitor,5,main
2932,40,NA,11,Higher degree,122159,1711973380588,1711973258429,female,electronics-console,"sameCategory,otherCategory,competitor,itemQuestion",12,English,99,13913,14,electronics,otherCategory,1,main
2932,40,NA,89,Higher degree,122159,1711973380588,1711973258429,female,gym-boxing,"sameCategory,otherCategory,competitor,itemQuestion",99,English,27,12438,70,gymActivities,itemQuestion,2,main
2932,40,NA,81,Higher degree,122159,1711973380588,1711973258429,female,zoo-reptiles,"itemQuestion,competitor,sameCategory,otherCategory",83,English,77,12164,98,zoo,sameCategory,3,main
2932,40,NA,99,Higher degree,122159,1711973380588,1711973258429,female,art-painting,"otherCategory,itemQuestion,competitor,sameCategory",99,English,61,14879,99,art,itemQuestion,4,filler
2932,40,NA,98,Higher degree,122159,1711973380588,1711973258429,female,bar-tea,"otherCategory,competitor,sameCategory,itemQuestion",54,English,33,21022,54,bar,competitor,5,main
2955,44,NA,51,Higher degree,151488,1711973419436,1711973267948,female,bookingAgency-lowClassAccommodation,"otherCategory,itemQuestion,competitor,sameCategory",42,English,86,30683,63,bookingAgency,sameCategory,1,main
2955,44,NA,70,Higher degree,151488,1711973419436,1711973267948,female,carRental-moving,"sameCategory,itemQuestion,otherCategory,competitor",82,English,28,27933,44,carRental,itemQuestion,2,filler
2955,44,NA,62,Higher degree,151488,1711973419436,1711973267948,female,kidsActivities-crafts,"otherCategory,sameCategory,itemQuestion,competitor",76,English,30,18214,54,kidsActivities,itemQuestion,3,main
2955,44,NA,82,Higher degree,151488,1711973419436,1711973267948,female,gym-yoga,"competitor,itemQuestion,sameCategory,otherCategory",65,English,33,10882,48,gymActivities,competitor,4,main
2955,44,NA,45,Higher degree,151488,1711973419436,1711973267948,female,cafe-pie,"itemQuestion,sameCategory,otherCategory,competitor",42,English,77,16959,43,cafe,otherCategory,5,main
2979,27,NA,37,Graduated College,98802,1711973468116,1711973369314,female,airport-europe-UPDATED,"otherCategory,competitor,itemQuestion,sameCategory",85,english,26,25776,61,airport,itemQuestion,1,filler
2979,27,NA,28,Graduated College,98802,1711973468116,1711973369314,female,cafe-pie,"competitor,otherCategory,itemQuestion,sameCategory",17,english,91,17734,53,cafe,otherCategory,2,main
2979,27,NA,64,Graduated College,98802,1711973468116,1711973369314,female,electronics-laptop,"competitor,itemQuestion,otherCategory,sameCategory",78,english,23,15322,93,electronics,sameCategory,3,main
2979,27,NA,70,Graduated College,98802,1711973468116,1711973369314,female,books-romance,"otherCategory,sameCategory,itemQuestion,competitor",92,english,31,9257,45,books,itemQuestion,4,main
2979,27,NA,93,Graduated College,98802,1711973468116,1711973369314,female,gym-yoga,"itemQuestion,competitor,sameCategory,otherCategory",66,english,58,10434,67,gymActivities,competitor,5,main
2988,42,NA,22,Higher degree,253892,1711973502859,1711973248967,male,bar-tea,"otherCategory,sameCategory,itemQuestion,competitor",17,English,18,27197,93,bar,sameCategory,1,main
2988,42,NA,77,Higher degree,253892,1711973502859,1711973248967,male,carRental-fun,"sameCategory,competitor,otherCategory,itemQuestion",97,English,9,17760,63,carRental,itemQuestion,2,filler
2988,42,NA,94,Higher degree,253892,1711973502859,1711973248967,male,bookingAgency-highClassAccommodation,"sameCategory,otherCategory,competitor,itemQuestion",95,English,89,21898,85,bookingAgency,otherCategory,3,main
2988,42,NA,89,Higher degree,253892,1711973502859,1711973248967,male,petAdoption-hamster,"otherCategory,competitor,itemQuestion,sameCategory",92,English,69,18602,33,petAdoption,competitor,4,main
2988,42,NA,76,Higher degree,253892,1711973502859,1711973248967,male,dutyFree-sweets,"competitor,itemQuestion,otherCategory,sameCategory",90,English,24,25036,32,dutyFree,itemQuestion,5,main
2894,23,NA,63,Graduated College,83407,1711973344204,1711973260797,female,gym-boxing,"sameCategory,otherCategory,itemQuestion,competitor",67,English,5,14051,95,gymActivities,sameCategory,1,main
2894,23,NA,54,Graduated College,83407,1711973344204,1711973260797,female,bar-tea,"competitor,sameCategory,itemQuestion,otherCategory",93,English,21,11579,46,bar,itemQuestion,2,main
2894,23,NA,92,Graduated College,83407,1711973344204,1711973260797,female,clothing-acc,"otherCategory,sameCategory,itemQuestion,competitor",0,English,0,9036,7,clothing,competitor,3,main
2894,23,NA,38,Graduated College,83407,1711973344204,1711973260797,female,waterSport-muscle,"otherCategory,itemQuestion,sameCategory,competitor",42,English,93,14179,41,waterSport,otherCategory,4,main
2894,23,NA,100,Graduated College,83407,1711973344204,1711973260797,female,art-painting,"sameCategory,otherCategory,itemQuestion,competitor",100,English,100,8001,100,art,itemQuestion,5,filler
2895,41,NA,23,Graduated College,101780,1711973339557,1711973237777,female,zoo-reptiles,"competitor,otherCategory,itemQuestion,sameCategory",36,EN,19,22257,81,zoo,sameCategory,1,main
2895,41,NA,67,Graduated College,101780,1711973339557,1711973237777,female,touristInfo-clubbing,"itemQuestion,otherCategory,competitor,sameCategory",68,EN,63,14640,80,touristInfo,itemQuestion,2,main
2895,41,NA,69,Graduated College,101780,1711973339557,1711973237777,female,jobCenter-office,"otherCategory,competitor,itemQuestion,sameCategory",76,EN,29,11080,39,jobCenter,itemQuestion,3,filler
2895,41,NA,70,Graduated College,101780,1711973339557,1711973237777,female,kidsActivities-sports,"itemQuestion,otherCategory,sameCategory,competitor",66,EN,40,8406,65,kidsActivities,competitor,4,main
2895,41,NA,35,Graduated College,101780,1711973339557,1711973237777,female,petAdoption-hamster,"competitor,sameCategory,otherCategory,itemQuestion",55,EN,60,8120,25,petAdoption,otherCategory,5,main
2914,24,NA,68,Graduated High-school,85262,1711973366714,1711973281452,male,electronics-console,"otherCategory,itemQuestion,competitor,sameCategory",69,English,80,14704,34,electronics,otherCategory,1,main
2914,24,NA,37,Graduated High-school,85262,1711973366714,1711973281452,male,zoo-reptiles,"sameCategory,itemQuestion,otherCategory,competitor",36,English,0,9136,84,zoo,sameCategory,2,main
2914,24,NA,59,Graduated High-school,85262,1711973366714,1711973281452,male,books-fantasy,"otherCategory,itemQuestion,sameCategory,competitor",94,English,27,15224,57,books,itemQuestion,3,main
2914,24,NA,91,Graduated High-school,85262,1711973366714,1711973281452,male,waterSport-muscle,"otherCategory,itemQuestion,sameCategory,competitor",63,English,69,12639,65,waterSport,competitor,4,main
2914,24,NA,82,Graduated High-school,85262,1711973366714,1711973281452,male,airport-usa,"otherCategory,itemQuestion,competitor,sameCategory",88,English,76,14128,68,airport,itemQuestion,5,filler
2926,49,NA,12,Graduated High-school,137951,1711973378802,1711973240851,female,music-softrock,"competitor,itemQuestion,otherCategory,sameCategory",99,English,38,23794,19,music,itemQuestion,1,filler
2926,49,NA,53,Graduated High-school,137951,1711973378802,1711973240851,female,clothing-clothes,"otherCategory,competitor,sameCategory,itemQuestion",99,English,47,28070,16,clothing,itemQuestion,2,main
2926,49,NA,100,Graduated High-school,137951,1711973378802,1711973240851,female,dutyFree-smokes,"otherCategory,sameCategory,itemQuestion,competitor",37,English,13,16396,53,dutyFree,competitor,3,main
2926,49,NA,72,Graduated High-school,137951,1711973378802,1711973240851,female,cafe-pie,"sameCategory,itemQuestion,competitor,otherCategory",68,English,14,12585,100,cafe,sameCategory,4,main
2926,49,NA,38,Graduated High-school,137951,1711973378802,1711973240851,female,gym-yoga,"itemQuestion,sameCategory,otherCategory,competitor",24,English,100,13716,56,gymActivities,otherCategory,5,main
2939,42,NA,22,Graduated High-school,158983,1711973395688,1711973236705,female,interior-deco,"competitor,otherCategory,sameCategory,itemQuestion",100,English,0,31923,0,interior,itemQuestion,1,main
2939,42,NA,25,Graduated High-school,158983,1711973395688,1711973236705,female,dutyFree-sweets,"itemQuestion,competitor,sameCategory,otherCategory",59,English,0,27858,100,dutyFree,sameCategory,2,main
2939,42,NA,55,Graduated High-school,158983,1711973395688,1711973236705,female,music-hardrock,"itemQuestion,competitor,otherCategory,sameCategory",100,English,0,26861,73,music,itemQuestion,3,filler
2939,42,NA,0,Graduated High-school,158983,1711973395688,1711973236705,female,kidsActivities-sports,"itemQuestion,competitor,otherCategory,sameCategory",0,English,100,20869,0,kidsActivities,otherCategory,4,main
2939,42,NA,99,Graduated High-school,158983,1711973395688,1711973236705,female,books-fantasy,"itemQuestion,sameCategory,otherCategory,competitor",78,English,9,22783,78,books,competitor,5,main
2944,46,NA,70,Graduated College,141200,1711973401266,1711973260066,female,interior-deco,"sameCategory,itemQuestion,otherCategory,competitor",87,english,2,31072,37,interior,itemQuestion,1,main
2944,46,NA,32,Graduated College,141200,1711973401266,1711973260066,female,waterSport-muscle,"itemQuestion,competitor,sameCategory,otherCategory",10,english,99,29109,31,waterSport,otherCategory,2,main
2944,46,NA,7,Graduated College,141200,1711973401266,1711973260066,female,art-painting,"competitor,sameCategory,itemQuestion,otherCategory",99,english,29,18684,67,art,itemQuestion,3,filler
2944,46,NA,4,Graduated College,141200,1711973401266,1711973260066,female,clothing-acc,"itemQuestion,sameCategory,otherCategory,competitor",2,english,1,16968,99,clothing,sameCategory,4,main
2944,46,NA,98,Graduated College,141200,1711973401266,1711973260066,female,electronics-console,"competitor,sameCategory,itemQuestion,otherCategory",31,english,22,14490,36,electronics,competitor,5,main
2946,40,NA,100,Graduated College,109027,1711973407243,1711973298216,male,art-drawing,"competitor,sameCategory,itemQuestion,otherCategory",100,English,100,17543,100,art,itemQuestion,1,filler
2946,40,NA,0,Graduated College,109027,1711973407243,1711973298216,male,books-romance,"competitor,sameCategory,otherCategory,itemQuestion",0,English,100,17945,25,books,otherCategory,2,main
2946,40,NA,100,Graduated College,109027,1711973407243,1711973298216,male,gym-yoga,"competitor,otherCategory,itemQuestion,sameCategory",79,English,0,14896,59,gymActivities,competitor,3,main
2946,40,NA,13,Graduated College,109027,1711973407243,1711973298216,male,cafe-pie,"sameCategory,itemQuestion,otherCategory,competitor",100,English,0,12737,24,cafe,itemQuestion,4,main
2946,40,NA,0,Graduated College,109027,1711973407243,1711973298216,male,waterSport-motor,"otherCategory,sameCategory,itemQuestion,competitor",0,English,49,14864,100,waterSport,sameCategory,5,main
2949,62,NA,89,Graduated College,182419,1711973409634,1711973227215,female,gym-boxing,"competitor,otherCategory,itemQuestion,sameCategory",71,English,28,40038,71,gymActivities,competitor,1,main
2949,62,NA,26,Graduated College,182419,1711973409634,1711973227215,female,clothing-acc,"competitor,sameCategory,otherCategory,itemQuestion",93,English,13,21732,13,clothing,itemQuestion,2,main
2949,62,NA,7,Graduated College,182419,1711973409634,1711973227215,female,bar-tea,"itemQuestion,sameCategory,otherCategory,competitor",8,English,91,17225,13,bar,otherCategory,3,main
2949,62,NA,41,Graduated College,182419,1711973409634,1711973227215,female,friendsActivities-videoEntertainment,"itemQuestion,sameCategory,competitor,otherCategory",41,English,35,25346,90,friendsActivities,sameCategory,4,main
2949,62,NA,0,Graduated College,182419,1711973409634,1711973227215,female,airport-usa,"itemQuestion,sameCategory,otherCategory,competitor",0,English,0,22186,0,airport,itemQuestion,5,filler
2898,37,NA,47,Graduated College,116525,1711973346335,1711973229810,female,bar-tea,"competitor,otherCategory,sameCategory,itemQuestion",100,English,15,21616,54,bar,itemQuestion,1,main
2898,37,NA,100,Graduated College,116525,1711973346335,1711973229810,female,clothing-acc,"itemQuestion,competitor,otherCategory,sameCategory",53,English,10,14431,15,clothing,competitor,2,main
2898,37,NA,58,Graduated College,116525,1711973346335,1711973229810,female,petAdoption-hamster,"itemQuestion,sameCategory,competitor,otherCategory",57,English,100,13223,58,petAdoption,otherCategory,3,main
2898,37,NA,0,Graduated College,116525,1711973346335,1711973229810,female,airport-usa,"competitor,otherCategory,itemQuestion,sameCategory",0,English,0,12872,0,airport,itemQuestion,4,filler
2898,37,NA,37,Graduated College,116525,1711973346335,1711973229810,female,touristInfo-clubbing,"otherCategory,sameCategory,itemQuestion,competitor",29,English,31,17856,100,touristInfo,sameCategory,5,main
2900,78,NA,74,Graduated High-school,92744,1711973346128,1711973253384,male,friendsActivities-videoEntertainment,"competitor,otherCategory,itemQuestion,sameCategory",54,English,98,23070,19,friendsActivities,otherCategory,1,main
2900,78,NA,41,Graduated High-school,92744,1711973346128,1711973253384,male,art-painting,"sameCategory,competitor,otherCategory,itemQuestion",100,English,40,14625,40,art,itemQuestion,2,filler
2900,78,NA,97,Graduated High-school,92744,1711973346128,1711973253384,male,bar-tea,"competitor,itemQuestion,sameCategory,otherCategory",3,English,16,11797,1,bar,competitor,3,main
2900,78,NA,2,Graduated High-school,92744,1711973346128,1711973253384,male,kidsActivities-sports,"sameCategory,otherCategory,competitor,itemQuestion",98,English,3,9565,2,kidsActivities,itemQuestion,4,main
2900,78,NA,55,Graduated High-school,92744,1711973346128,1711973253384,male,gym-boxing,"sameCategory,itemQuestion,otherCategory,competitor",74,English,3,10843,99,gymActivities,sameCategory,5,main
2901,36,NA,84,Graduated College,124936,1711973347781,1711973222845,female,bookingAgency-lowClassAccommodation,"competitor,sameCategory,otherCategory,itemQuestion",33,English,59,18612,100,bookingAgency,sameCategory,1,main
2901,36,NA,100,Graduated College,124936,1711973347781,1711973222845,female,electronics-laptop,"sameCategory,competitor,otherCategory,itemQuestion",90,English,5,13900,21,electronics,competitor,2,main
2901,36,NA,38,Graduated College,124936,1711973347781,1711973222845,female,friendsActivities-boardGames,"itemQuestion,competitor,otherCategory,sameCategory",100,English,26,14463,27,friendsActivities,itemQuestion,3,main
2901,36,NA,28,Graduated College,124936,1711973347781,1711973222845,female,gym-yoga,"sameCategory,itemQuestion,otherCategory,competitor",27,English,100,12968,17,gymActivities,otherCategory,4,main
2901,36,NA,21,Graduated College,124936,1711973347781,1711973222845,female,music-softrock,"otherCategory,competitor,itemQuestion,sameCategory",100,English,30,12667,20,music,itemQuestion,5,filler
2903,69,NA,13,Higher degree,109906,1711973637524,1711973527619,male,books-romance,"otherCategory,sameCategory,itemQuestion,competitor",22,NA,36,23440,93,books,sameCategory,1,main
2903,69,NA,19,Higher degree,109906,1711973637524,1711973527619,male,friendsActivities-boardGames,"otherCategory,sameCategory,itemQuestion,competitor",18,NA,87,17251,16,friendsActivities,otherCategory,2,main
2903,69,NA,73,Higher degree,109906,1711973637524,1711973527619,male,carRental-moving,"itemQuestion,otherCategory,sameCategory,competitor",92,NA,67,13016,70,carRental,itemQuestion,3,filler
2903,69,NA,91,Higher degree,109906,1711973637524,1711973527619,male,bar-whiteWine,"otherCategory,sameCategory,itemQuestion,competitor",63,NA,38,11212,26,bar,competitor,4,main
2903,69,NA,57,Higher degree,109906,1711973637524,1711973527619,male,kidsActivities-crafts,"itemQuestion,otherCategory,sameCategory,competitor",97,NA,26,9595,29,kidsActivities,itemQuestion,5,main
2905,43,NA,94,Graduated College,94664,1711973356185,1711973261521,female,cafe-pizza,"itemQuestion,competitor,sameCategory,otherCategory",65,English,22,12313,55,cafe,competitor,1,main
2905,43,NA,43,Graduated College,94664,1711973356185,1711973261521,female,touristInfo-clubbing,"otherCategory,itemQuestion,sameCategory,competitor",40,English,27,15861,95,touristInfo,sameCategory,2,main
2905,43,NA,42,Graduated College,94664,1711973356185,1711973261521,female,zoo-reptiles,"itemQuestion,competitor,otherCategory,sameCategory",41,English,95,9940,45,zoo,otherCategory,3,main
2905,43,NA,68,Graduated College,94664,1711973356185,1711973261521,female,bookingAgency-highClassAccommodation,"itemQuestion,competitor,otherCategory,sameCategory",96,English,19,13340,78,bookingAgency,itemQuestion,4,main
2905,43,NA,61,Graduated College,94664,1711973356185,1711973261521,female,airport-usa,"sameCategory,itemQuestion,otherCategory,competitor",93,English,2,16557,20,airport,itemQuestion,5,filler
2916,34,NA,0,Graduated College,130984,1711973370010,1711973239026,male,airport-usa,"competitor,otherCategory,itemQuestion,sameCategory",0,English,0,25127,0,airport,itemQuestion,1,filler
2916,34,NA,24,Graduated College,130984,1711973370010,1711973239026,male,dutyFree-sweets,"competitor,itemQuestion,sameCategory,otherCategory",94,English,5,14168,12,dutyFree,itemQuestion,2,main
2916,34,NA,80,Graduated College,130984,1711973370010,1711973239026,male,waterSport-muscle,"otherCategory,itemQuestion,sameCategory,competitor",87,English,66,12976,94,waterSport,sameCategory,3,main
2916,34,NA,97,Graduated College,130984,1711973370010,1711973239026,male,interior-deco,"sameCategory,competitor,itemQuestion,otherCategory",90,English,2,12079,7,interior,competitor,4,main
2916,34,NA,0,Graduated College,130984,1711973370010,1711973239026,male,gym-boxing,"otherCategory,itemQuestion,sameCategory,competitor",0,English,97,13791,0,gymActivities,otherCategory,5,main
2917,28,NA,100,Graduated High-school,106705,1711973369232,1711973262527,female,art-drawing,"sameCategory,competitor,otherCategory,itemQuestion",100,English,100,28016,100,art,itemQuestion,1,filler
2917,28,NA,68,Graduated High-school,106705,1711973369232,1711973262527,female,zoo-xl,"competitor,otherCategory,sameCategory,itemQuestion",63,English,52,17783,100,zoo,sameCategory,2,main
2917,28,NA,48,Graduated High-school,106705,1711973369232,1711973262527,female,gym-yoga,"sameCategory,competitor,otherCategory,itemQuestion",86,English,36,17240,23,gymActivities,itemQuestion,3,main
2917,28,NA,100,Graduated High-school,106705,1711973369232,1711973262527,female,books-romance,"itemQuestion,competitor,otherCategory,sameCategory",79,English,9,12352,8,books,competitor,4,main
2917,28,NA,36,Graduated High-school,106705,1711973369232,1711973262527,female,friendsActivities-boardGames,"otherCategory,sameCategory,itemQuestion,competitor",37,English,98,12000,37,friendsActivities,otherCategory,5,main
2929,65,NA,44,Higher degree,113464,1711973371152,1711973257688,male,electronics-laptop,"competitor,otherCategory,sameCategory,itemQuestion",58,English,45,18870,52,electronics,otherCategory,1,main
2929,65,NA,39,Higher degree,113464,1711973371152,1711973257688,male,dutyFree-smokes,"sameCategory,competitor,otherCategory,itemQuestion",40,English,41,10982,52,dutyFree,sameCategory,2,main
2929,65,NA,37,Higher degree,113464,1711973371152,1711973257688,male,interior-green,"sameCategory,otherCategory,competitor,itemQuestion",56,English,56,8667,40,interior,competitor,3,main
2929,65,NA,54,Higher degree,113464,1711973371152,1711973257688,male,cafe-pie,"otherCategory,sameCategory,competitor,itemQuestion",53,English,51,11857,47,cafe,itemQuestion,4,main
2929,65,NA,0,Higher degree,113464,1711973371152,1711973257688,male,jobCenter-engineer,"otherCategory,itemQuestion,competitor,sameCategory",0,English,0,28840,0,jobCenter,itemQuestion,5,filler
2907,56,None,34,Graduated College,139918,1711973361624,1711973221706,male,bookingAgency-lowClassAccommodation,"competitor,sameCategory,itemQuestion,otherCategory",13,English,100,24129,86,bookingAgency,sameCategory,1,main
2907,56,None,100,Graduated College,139918,1711973361624,1711973221706,male,zoo-xl,"itemQuestion,otherCategory,competitor,sameCategory",38,English,6,16629,11,zoo,competitor,2,main
2907,56,None,100,Graduated College,139918,1711973361624,1711973221706,male,music-softrock,"sameCategory,itemQuestion,competitor,otherCategory",100,English,100,16738,100,music,itemQuestion,3,filler
2907,56,None,0,Graduated College,139918,1711973361624,1711973221706,male,gym-yoga,"competitor,itemQuestion,otherCategory,sameCategory",0,English,100,17719,0,gymActivities,otherCategory,4,main
2907,56,None,81,Graduated College,139918,1711973361624,1711973221706,male,cafe-pie,"itemQuestion,sameCategory,otherCategory,competitor",100,English,36,16643,68,cafe,itemQuestion,5,main
2908,42,"no comments, thanks",99,Higher degree,129643,1711973389158,1711973259515,male,friendsActivities-videoEntertainment,"competitor,itemQuestion,sameCategory,otherCategory",99,English,49,15938,56,friendsActivities,competitor,1,main
2908,42,"no comments, thanks",93,Higher degree,129643,1711973389158,1711973259515,male,gym-boxing,"sameCategory,otherCategory,itemQuestion,competitor",93,English,31,10748,85,gymActivities,itemQuestion,2,main
2908,42,"no comments, thanks",33,Higher degree,129643,1711973389158,1711973259515,male,dutyFree-sweets,"competitor,sameCategory,otherCategory,itemQuestion",74,English,97,13032,20,dutyFree,otherCategory,3,main
2908,42,"no comments, thanks",78,Higher degree,129643,1711973389158,1711973259515,male,music-hardrock,"sameCategory,itemQuestion,otherCategory,competitor",96,English,68,18766,73,music,itemQuestion,4,filler
2908,42,"no comments, thanks",74,Higher degree,129643,1711973389158,1711973259515,male,touristInfo-clubbing,"sameCategory,otherCategory,competitor,itemQuestion",33,English,30,12950,93,touristInfo,sameCategory,5,main
2909,43,NA,79,Graduated College,125564,1711973365205,1711973239641,male,bar-whiteWine,"sameCategory,competitor,otherCategory,itemQuestion",92,English,16,12545,27,bar,itemQuestion,1,main
2909,43,NA,9,Graduated College,125564,1711973365205,1711973239641,male,clothing-clothes,"itemQuestion,competitor,sameCategory,otherCategory",12,English,100,9984,8,clothing,otherCategory,2,main
2909,43,NA,95,Graduated College,125564,1711973365205,1711973239641,male,interior-green,"itemQuestion,sameCategory,competitor,otherCategory",58,English,4,11604,26,interior,competitor,3,main
