submission_id,age,comments,competitor,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemOrder,itemQuestion,languages,mostSimilar,otherCategory,responseTime,sameCategory,settingName,targetOption,trialNr,trial_type
3828,35,n/a,76,Graduated College,124040,1718438003787,1718437879747,female,blanket-transportation,"mostSimilar,competitor,otherCategory,itemQuestion,sameCategory",100,English,23,67,19473,63,blanket,itemQuestion,2,main
3828,35,n/a,50,Graduated College,124040,1718438003787,1718437879747,female,sugar-baking,"competitor,mostSimilar,otherCategory,sameCategory,itemQuestion",100,English,50,0,14469,53,sugar,itemQuestion,3,main
3828,35,n/a,90,Graduated College,124040,1718438003787,1718437879747,female,postit-reading,"otherCategory,itemQuestion,competitor,sameCategory,mostSimilar",100,English,49,0,17533,0,postit,itemQuestion,4,main
3828,35,n/a,25,Graduated College,124040,1718438003787,1718437879747,female,art-painting,"sameCategory,mostSimilar,competitor,otherCategory,itemQuestion",100,English,27,20,18427,49,art,itemQuestion,5,filler
3829,38,NA,75,Graduated College,139731,1718438004214,1718437864483,female,box-muffins,"itemQuestion,otherCategory,mostSimilar,sameCategory,competitor",100,English,22,15,14853,0,box,itemQuestion,1,main
3829,38,NA,73,Graduated College,139731,1718438004214,1718437864483,female,sugar-coffee,"competitor,itemQuestion,mostSimilar,otherCategory,sameCategory",99,English,78,1,11291,50,sugar,itemQuestion,2,main
3829,38,NA,51,Graduated College,139731,1718438004214,1718437864483,female,postit-board,"competitor,sameCategory,otherCategory,mostSimilar,itemQuestion",100,English,32,30,15049,28,postit,itemQuestion,3,main
3829,38,NA,51,Graduated College,139731,1718438004214,1718437864483,female,jobCenter-engineer,"otherCategory,mostSimilar,competitor,sameCategory,itemQuestion",100,English,1,1,11612,0,jobCenter,itemQuestion,4,filler
3829,38,NA,65,Graduated College,139731,1718438004214,1718437864483,female,blanket-sleepover,"otherCategory,mostSimilar,sameCategory,itemQuestion,competitor",99,English,2,1,8426,2,blanket,itemQuestion,5,main
3830,25,none,33,Graduated College,131448,1718438006097,1718437874649,male,airport-europe-UPDATED,"competitor,itemQuestion,otherCategory,sameCategory,mostSimilar",100,english,0,0,30459,5,airport,itemQuestion,1,filler
3830,25,none,0,Graduated College,131448,1718438006097,1718437874649,male,bottle-plants,"mostSimilar,sameCategory,otherCategory,competitor,itemQuestion",98,english,18,0,25660,72,bottle,itemQuestion,2,main
3830,25,none,86,Graduated College,131448,1718438006097,1718437874649,male,blanket-sleepover,"competitor,otherCategory,itemQuestion,mostSimilar,sameCategory",100,english,5,0,15764,19,blanket,itemQuestion,3,main
3830,25,none,79,Graduated College,131448,1718438006097,1718437874649,male,handkerchief-injury,"mostSimilar,sameCategory,competitor,itemQuestion,otherCategory",100,english,91,3,19703,20,handkerchief,itemQuestion,4,main
3830,25,none,26,Graduated College,131448,1718438006097,1718437874649,male,box-muffins,"competitor,mostSimilar,otherCategory,sameCategory,itemQuestion",100,english,10,24,20852,25,box,itemQuestion,5,main
3831,46,NA,48,Graduated High-school,139296,1718438017685,1718437878389,male,towel-hair,"sameCategory,competitor,itemQuestion,otherCategory,mostSimilar",100,English,21,65,25629,0,towel,itemQuestion,1,main
3831,46,NA,33,Graduated High-school,139296,1718438017685,1718437878389,male,sugar-coffee,"itemQuestion,mostSimilar,competitor,otherCategory,sameCategory",100,English,10,0,17049,25,sugar,itemQuestion,2,main
3831,46,NA,0,Graduated High-school,139296,1718438017685,1718437878389,male,art-drawing,"mostSimilar,itemQuestion,otherCategory,sameCategory,competitor",99,English,1,0,21870,1,art,itemQuestion,3,filler
3831,46,NA,73,Graduated High-school,139296,1718438017685,1718437878389,male,blanket-sleepover,"competitor,otherCategory,mostSimilar,sameCategory,itemQuestion",99,English,8,4,23622,0,blanket,itemQuestion,4,main
3831,46,NA,24,Graduated High-school,139296,1718438017685,1718437878389,male,sweatpants-sleepover,"itemQuestion,competitor,sameCategory,mostSimilar,otherCategory",99,English,3,1,15497,5,sweatpants,itemQuestion,5,main
3832,53,none,87,Higher degree,153589,1718438028699,1718437875110,male,blanket-sleepover,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",100,English,7,0,26228,20,blanket,itemQuestion,1,main
3832,53,none,11,Higher degree,153589,1718438028699,1718437875110,male,airport-europe-UPDATED,"sameCategory,competitor,mostSimilar,otherCategory,itemQuestion",100,English,0,0,37462,0,airport,itemQuestion,2,filler
3832,53,none,37,Higher degree,153589,1718438028699,1718437875110,male,postit-board,"otherCategory,competitor,sameCategory,itemQuestion,mostSimilar",100,English,14,0,25796,50,postit,itemQuestion,3,main
3832,53,none,73,Higher degree,153589,1718438028699,1718437875110,male,sugar-coffee,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",100,English,65,0,16019,64,sugar,itemQuestion,4,main
3832,53,none,36,Higher degree,153589,1718438028699,1718437875110,male,sweatpants-sleepover,"sameCategory,itemQuestion,mostSimilar,otherCategory,competitor",100,English,17,7,18003,16,sweatpants,itemQuestion,5,main
3833,42,NA,97,Graduated High-school,137464,1718438039725,1718437902261,female,postit-board,"itemQuestion,otherCategory,sameCategory,competitor,mostSimilar",87,1,5,4,42697,10,postit,itemQuestion,1,main
3833,42,NA,90,Graduated High-school,137464,1718438039725,1718437902261,female,box-muffins,"sameCategory,otherCategory,competitor,mostSimilar,itemQuestion",94,1,44,14,19528,87,box,itemQuestion,2,main
3833,42,NA,11,Graduated High-school,137464,1718438039725,1718437902261,female,art-drawing,"competitor,itemQuestion,sameCategory,mostSimilar,otherCategory",100,1,5,5,20007,7,art,itemQuestion,3,filler
3833,42,NA,92,Graduated High-school,137464,1718438039725,1718437902261,female,handkerchief-injury,"itemQuestion,sameCategory,competitor,mostSimilar,otherCategory",99,1,68,0,17573,85,handkerchief,itemQuestion,4,main
3833,42,NA,74,Graduated High-school,137464,1718438039725,1718437902261,female,sugar-coffee,"itemQuestion,sameCategory,otherCategory,mostSimilar,competitor",99,1,77,1,13624,84,sugar,itemQuestion,5,main
3834,44,n/a,34,Higher degree,119005,1718438047269,1718437928264,female,pot-garden,"itemQuestion,otherCategory,competitor,sameCategory,mostSimilar",99,english,21,22,20842,29,pot,itemQuestion,1,main
3834,44,n/a,75,Higher degree,119005,1718438047269,1718437928264,female,broom-renovation,"competitor,itemQuestion,otherCategory,sameCategory,mostSimilar",99,english,40,1,16254,18,broom,itemQuestion,2,main
3834,44,n/a,36,Higher degree,119005,1718438047269,1718437928264,female,box-muffins,"mostSimilar,sameCategory,competitor,otherCategory,itemQuestion",99,english,32,37,16089,35,box,itemQuestion,3,main
3834,44,n/a,57,Higher degree,119005,1718438047269,1718437928264,female,airport-europe-UPDATED,"competitor,otherCategory,itemQuestion,sameCategory,mostSimilar",99,english,1,1,16305,33,airport,itemQuestion,4,filler
3834,44,n/a,14,Higher degree,119005,1718438047269,1718437928264,female,sweatpants-sleepover,"itemQuestion,mostSimilar,otherCategory,competitor,sameCategory",99,english,60,0,19285,20,sweatpants,itemQuestion,5,main
3835,46,NA,84,Graduated College,189018,1718438057982,1718437868964,female,sugar-coffee,"sameCategory,itemQuestion,competitor,mostSimilar,otherCategory",96,English,40,0,31950,71,sugar,itemQuestion,1,main
3835,46,NA,83,Graduated College,189018,1718438057982,1718437868964,female,airport-europe-UPDATED,"sameCategory,otherCategory,mostSimilar,itemQuestion,competitor",98,English,4,17,35739,35,airport,itemQuestion,2,filler
3835,46,NA,88,Graduated College,189018,1718438057982,1718437868964,female,broom-renovation,"competitor,itemQuestion,sameCategory,mostSimilar,otherCategory",97,English,83,0,20515,65,broom,itemQuestion,3,main
3835,46,NA,6,Graduated College,189018,1718438057982,1718437868964,female,umbrella-summer,"mostSimilar,sameCategory,competitor,itemQuestion,otherCategory",96,English,36,59,24833,75,umbrella,itemQuestion,4,main
3835,46,NA,27,Graduated College,189018,1718438057982,1718437868964,female,bottle-plants,"sameCategory,mostSimilar,otherCategory,itemQuestion,competitor",99,English,50,4,24199,85,bottle,itemQuestion,5,main
3836,62,NA,97,Graduated High-school,153847,1718438063869,1718437910022,female,broom-renovation,"sameCategory,mostSimilar,otherCategory,itemQuestion,competitor",99,English,16,1,28185,20,broom,itemQuestion,1,main
3836,62,NA,80,Graduated High-school,153847,1718438063869,1718437910022,female,towel-hair,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",98,English,67,60,23560,45,towel,itemQuestion,2,main
3836,62,NA,44,Graduated High-school,153847,1718438063869,1718437910022,female,pot-garden,"mostSimilar,competitor,sameCategory,itemQuestion,otherCategory",100,English,1,2,19759,1,pot,itemQuestion,3,main
3836,62,NA,88,Graduated High-school,153847,1718438063869,1718437910022,female,art-drawing,"otherCategory,competitor,mostSimilar,sameCategory,itemQuestion",98,English,58,69,21104,30,art,itemQuestion,4,filler
3836,62,NA,21,Graduated High-school,153847,1718438063869,1718437910022,female,candy-halloween,"otherCategory,mostSimilar,competitor,sameCategory,itemQuestion",99,English,100,53,17864,87,candy,itemQuestion,5,main
3847,40,NA,99,Graduated College,166057,1718438106078,1718437940021,male,music-hardrock,"competitor,mostSimilar,itemQuestion,sameCategory,otherCategory",99,English,98,99,18649,99,music,itemQuestion,1,filler
3847,40,NA,71,Graduated College,166057,1718438106078,1718437940021,male,pot-jam,"competitor,mostSimilar,itemQuestion,sameCategory,otherCategory",99,English,65,9,27837,6,pot,itemQuestion,2,main
3847,40,NA,65,Graduated College,166057,1718438106078,1718437940021,male,box-bbq,"itemQuestion,mostSimilar,competitor,sameCategory,otherCategory",100,English,3,20,24766,85,box,itemQuestion,3,main
3847,40,NA,55,Graduated College,166057,1718438106078,1718437940021,male,postit-reading,"otherCategory,itemQuestion,mostSimilar,competitor,sameCategory",99,English,22,1,23518,1,postit,itemQuestion,4,main
3847,40,NA,25,Graduated College,166057,1718438106078,1718437940021,male,towel-clothes,"mostSimilar,otherCategory,itemQuestion,sameCategory,competitor",99,English,56,63,26362,60,towel,itemQuestion,5,main
3854,55,NA,100,Graduated College,276375,1718438141092,1718437864717,male,bottle-plants,"itemQuestion,sameCategory,mostSimilar,otherCategory,competitor",100,English,58,3,54482,60,bottle,itemQuestion,1,main
3854,55,NA,0,Graduated College,276375,1718438141092,1718437864717,male,airport-europe-UPDATED,"competitor,itemQuestion,sameCategory,mostSimilar,otherCategory",0,English,0,0,18763,0,airport,itemQuestion,2,filler
3854,55,NA,69,Graduated College,276375,1718438141092,1718437864717,male,broom-renovation,"mostSimilar,itemQuestion,otherCategory,sameCategory,competitor",100,English,56,0,27652,3,broom,itemQuestion,3,main
3854,55,NA,61,Graduated College,276375,1718438141092,1718437864717,male,sugar-coffee,"competitor,otherCategory,itemQuestion,mostSimilar,sameCategory",100,English,60,0,60651,54,sugar,itemQuestion,4,main
3854,55,NA,56,Graduated College,276375,1718438141092,1718437864717,male,candy-halloween,"sameCategory,itemQuestion,otherCategory,mostSimilar,competitor",100,English,63,37,21965,30,candy,itemQuestion,5,main
3858,33,NA,61,Higher degree,115739,1718438159855,1718438044116,female,art-painting,"mostSimilar,otherCategory,competitor,sameCategory,itemQuestion",100,English,17,32,19303,56,art,itemQuestion,1,filler
3858,33,NA,67,Higher degree,115739,1718438159855,1718438044116,female,broom-snow,"mostSimilar,sameCategory,otherCategory,itemQuestion,competitor",57,English,17,58,16034,57,broom,itemQuestion,2,main
3858,33,NA,62,Higher degree,115739,1718438159855,1718438044116,female,bottle-water,"itemQuestion,sameCategory,competitor,mostSimilar,otherCategory",82,English,32,0,19724,18,bottle,itemQuestion,3,main
3858,33,NA,28,Higher degree,115739,1718438159855,1718438044116,female,pot-jam,"itemQuestion,sameCategory,otherCategory,mostSimilar,competitor",100,English,54,32,17788,12,pot,itemQuestion,4,main
3858,33,NA,47,Higher degree,115739,1718438159855,1718438044116,female,umbrella-rain,"otherCategory,mostSimilar,competitor,sameCategory,itemQuestion",100,English,32,13,19911,3,umbrella,itemQuestion,5,main
3859,24,n/a,75,Graduated College,228733,1718438163525,1718437934792,female,sugar-coffee,"competitor,otherCategory,mostSimilar,itemQuestion,sameCategory",100,English,95,0,42563,95,sugar,itemQuestion,1,main
3859,24,n/a,24,Graduated College,228733,1718438163525,1718437934792,female,candy-halloween,"itemQuestion,mostSimilar,otherCategory,sameCategory,competitor",100,English,100,62,19235,81,candy,itemQuestion,2,main
3859,24,n/a,21,Graduated College,228733,1718438163525,1718437934792,female,pot-garden,"mostSimilar,competitor,otherCategory,itemQuestion,sameCategory",100,English,67,0,24628,69,pot,itemQuestion,3,main
3859,24,n/a,100,Graduated College,228733,1718438163525,1718437934792,female,art-drawing,"itemQuestion,competitor,otherCategory,sameCategory,mostSimilar",100,English,100,100,35150,100,art,itemQuestion,4,filler
3859,24,n/a,81,Graduated College,228733,1718438163525,1718437934792,female,umbrella-summer,"otherCategory,competitor,mostSimilar,sameCategory,itemQuestion",100,English,20,49,29857,18,umbrella,itemQuestion,5,main
3860,32,NA,77,Graduated College,113580,1718438170116,1718438056536,male,blanket-sleepover,"competitor,itemQuestion,otherCategory,sameCategory,mostSimilar",100,english,27,16,13452,7,blanket,itemQuestion,1,main
3860,32,NA,40,Graduated College,113580,1718438170116,1718438056536,male,music-softrock,"mostSimilar,itemQuestion,otherCategory,sameCategory,competitor",100,english,65,29,10959,38,music,itemQuestion,2,filler
3860,32,NA,23,Graduated College,113580,1718438170116,1718438056536,male,towel-hair,"otherCategory,competitor,sameCategory,itemQuestion,mostSimilar",100,english,36,35,10510,19,towel,itemQuestion,3,main
3860,32,NA,27,Graduated College,113580,1718438170116,1718438056536,male,postit-board,"otherCategory,sameCategory,competitor,itemQuestion,mostSimilar",100,english,57,22,9007,32,postit,itemQuestion,4,main
3860,32,NA,64,Graduated College,113580,1718438170116,1718438056536,male,box-muffins,"sameCategory,competitor,mostSimilar,otherCategory,itemQuestion",100,english,40,40,9373,39,box,itemQuestion,5,main
3837,53,NA,0,Graduated College,195767,1718438064532,1718437868765,male,umbrella-summer,"mostSimilar,competitor,otherCategory,sameCategory,itemQuestion",99,English,21,74,37996,85,umbrella,itemQuestion,1,main
3837,53,NA,71,Graduated College,195767,1718438064532,1718437868765,male,postit-board,"competitor,otherCategory,itemQuestion,sameCategory,mostSimilar",99,English,82,1,30560,70,postit,itemQuestion,2,main
3837,53,NA,99,Graduated College,195767,1718438064532,1718437868765,male,bottle-plants,"competitor,otherCategory,itemQuestion,mostSimilar,sameCategory",82,English,68,5,28923,67,bottle,itemQuestion,3,main
3837,53,NA,1,Graduated College,195767,1718438064532,1718437868765,male,jobCenter-engineer,"sameCategory,itemQuestion,otherCategory,competitor,mostSimilar",1,English,0,0,20033,1,jobCenter,itemQuestion,4,filler
3837,53,NA,65,Graduated College,195767,1718438064532,1718437868765,male,pot-garden,"sameCategory,itemQuestion,otherCategory,mostSimilar,competitor",99,English,59,0,26353,0,pot,itemQuestion,5,main
3838,33,NA,58,Higher degree,172585,1718438071313,1718437898728,female,bottle-plants,"itemQuestion,sameCategory,mostSimilar,otherCategory,competitor",84,english,56,53,43943,55,bottle,itemQuestion,1,main
3838,33,NA,57,Higher degree,172585,1718438071313,1718437898728,female,sugar-coffee,"mostSimilar,sameCategory,itemQuestion,otherCategory,competitor",94,english,72,16,27228,66,sugar,itemQuestion,2,main
3838,33,NA,53,Higher degree,172585,1718438071313,1718437898728,female,towel-hair,"otherCategory,competitor,itemQuestion,mostSimilar,sameCategory",95,english,71,53,23871,72,towel,itemQuestion,3,main
3838,33,NA,71,Higher degree,172585,1718438071313,1718437898728,female,blanket-sleepover,"competitor,otherCategory,itemQuestion,sameCategory,mostSimilar",91,english,23,40,21029,44,blanket,itemQuestion,4,main
3838,33,NA,0,Higher degree,172585,1718438071313,1718437898728,female,airport-europe-UPDATED,"itemQuestion,sameCategory,competitor,otherCategory,mostSimilar",0,english,0,0,33860,0,airport,itemQuestion,5,filler
3846,33,NA,98,Higher degree,217364,1718438105525,1718437888161,male,blanket-sleepover,"competitor,mostSimilar,otherCategory,sameCategory,itemQuestion",98,English,49,2,72513,1,blanket,itemQuestion,1,main
3846,33,NA,77,Higher degree,217364,1718438105525,1718437888161,male,broom-renovation,"sameCategory,mostSimilar,itemQuestion,otherCategory,competitor",99,English,0,5,15884,38,broom,itemQuestion,2,main
3846,33,NA,67,Higher degree,217364,1718438105525,1718437888161,male,box-muffins,"competitor,itemQuestion,otherCategory,sameCategory,mostSimilar",97,English,24,35,12038,57,box,itemQuestion,3,main
3846,33,NA,4,Higher degree,217364,1718438105525,1718437888161,male,handkerchief-injury,"sameCategory,competitor,itemQuestion,mostSimilar,otherCategory",99,English,100,2,17653,67,handkerchief,itemQuestion,4,main
3846,33,NA,81,Higher degree,217364,1718438105525,1718437888161,male,jobCenter-engineer,"mostSimilar,otherCategory,competitor,itemQuestion,sameCategory",87,English,2,3,19405,75,jobCenter,itemQuestion,5,filler
3839,42,Thank you,100,Graduated College,163522,1718438075421,1718437911899,male,music-hardrock,"competitor,mostSimilar,itemQuestion,otherCategory,sameCategory",100,English,100,100,12782,100,music,itemQuestion,1,filler
3839,42,Thank you,36,Graduated College,163522,1718438075421,1718437911899,male,box-bbq,"itemQuestion,competitor,sameCategory,otherCategory,mostSimilar",100,English,57,44,32977,57,box,itemQuestion,2,main
3839,42,Thank you,57,Graduated College,163522,1718438075421,1718437911899,male,pot-jam,"sameCategory,otherCategory,mostSimilar,itemQuestion,competitor",100,English,34,12,18242,12,pot,itemQuestion,3,main
3839,42,Thank you,74,Graduated College,163522,1718438075421,1718437911899,male,postit-reading,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",100,English,31,0,16097,0,postit,itemQuestion,4,main
3839,42,Thank you,34,Graduated College,163522,1718438075421,1718437911899,male,sweatpants-spill,"sameCategory,itemQuestion,competitor,otherCategory,mostSimilar",100,English,44,20,22491,54,sweatpants,itemQuestion,5,main
3840,64,NA,79,Higher degree,214001,1718438078765,1718437864764,male,sweatpants-sleepover,"itemQuestion,competitor,otherCategory,mostSimilar,sameCategory",94,English,45,4,43508,58,sweatpants,itemQuestion,1,main
3840,64,NA,5,Higher degree,214001,1718438078765,1718437864764,male,umbrella-summer,"sameCategory,itemQuestion,mostSimilar,competitor,otherCategory",97,English,36,37,26243,74,umbrella,itemQuestion,2,main
3840,64,NA,20,Higher degree,214001,1718438078765,1718437864764,male,pot-garden,"mostSimilar,competitor,otherCategory,sameCategory,itemQuestion",98,English,54,2,26661,28,pot,itemQuestion,3,main
3840,64,NA,54,Higher degree,214001,1718438078765,1718437864764,male,jobCenter-engineer,"otherCategory,itemQuestion,sameCategory,mostSimilar,competitor",99,English,22,1,25078,70,jobCenter,itemQuestion,4,filler
3840,64,NA,84,Higher degree,214001,1718438078765,1718437864764,male,broom-renovation,"itemQuestion,otherCategory,mostSimilar,competitor,sameCategory",98,English,76,1,20037,28,broom,itemQuestion,5,main
3841,53,NA,82,Graduated College,194047,1718438083422,1718437889375,male,box-muffins,"itemQuestion,sameCategory,mostSimilar,otherCategory,competitor",100,English,80,26,26822,81,box,itemQuestion,1,main
3841,53,NA,100,Graduated College,194047,1718438083422,1718437889375,male,blanket-sleepover,"mostSimilar,otherCategory,sameCategory,itemQuestion,competitor",100,English,18,18,21447,50,blanket,itemQuestion,2,main
3841,53,NA,0,Graduated College,194047,1718438083422,1718437889375,male,carRental-moving,"itemQuestion,competitor,sameCategory,mostSimilar,otherCategory",0,English,0,0,17250,0,carRental,itemQuestion,3,filler
3841,53,NA,12,Graduated College,194047,1718438083422,1718437889375,male,postit-board,"sameCategory,otherCategory,competitor,itemQuestion,mostSimilar",100,English,50,0,27309,15,postit,itemQuestion,4,main
3841,53,NA,47,Graduated College,194047,1718438083422,1718437889375,male,sugar-coffee,"itemQuestion,competitor,sameCategory,otherCategory,mostSimilar",100,English,18,0,42208,43,sugar,itemQuestion,5,main
3842,50,NA,89,Higher degree,210195,1718438085787,1718437875592,male,sweatpants-spill,"sameCategory,mostSimilar,competitor,otherCategory,itemQuestion",100,English,100,38,55769,16,sweatpants,itemQuestion,1,main
3842,50,NA,100,Higher degree,210195,1718438085787,1718437875592,male,handkerchief-sauce,"mostSimilar,itemQuestion,otherCategory,sameCategory,competitor",100,English,100,0,19389,0,handkerchief,itemQuestion,2,main
3842,50,NA,92,Higher degree,210195,1718438085787,1718437875592,male,bottle-water,"otherCategory,itemQuestion,sameCategory,competitor,mostSimilar",100,English,0,0,36296,0,bottle,itemQuestion,3,main
3842,50,NA,100,Higher degree,210195,1718438085787,1718437875592,male,postit-reading,"sameCategory,otherCategory,itemQuestion,competitor,mostSimilar",100,English,42,0,27855,0,postit,itemQuestion,4,main
3842,50,NA,100,Higher degree,210195,1718438085787,1718437875592,male,music-hardrock,"competitor,otherCategory,mostSimilar,itemQuestion,sameCategory",100,English,100,100,18464,100,music,itemQuestion,5,filler
3848,35,NA,91,Graduated College,202450,1718438109744,1718437907294,male,sweatpants-spill,"itemQuestion,competitor,sameCategory,otherCategory,mostSimilar",99,English,0,1,38337,30,sweatpants,itemQuestion,1,main
3848,35,NA,88,Graduated College,202450,1718438109744,1718437907294,male,broom-snow,"competitor,itemQuestion,sameCategory,mostSimilar,otherCategory",100,English,56,0,32469,0,broom,itemQuestion,2,main
3848,35,NA,0,Graduated College,202450,1718438109744,1718437907294,male,airport-usa,"otherCategory,competitor,itemQuestion,sameCategory,mostSimilar",0,English,0,0,15760,0,airport,itemQuestion,3,filler
3848,35,NA,88,Graduated College,202450,1718438109744,1718437907294,male,candy-dessert,"itemQuestion,competitor,mostSimilar,otherCategory,sameCategory",100,English,95,31,29712,38,candy,itemQuestion,4,main
3848,35,NA,54,Graduated College,202450,1718438109744,1718437907294,male,box-bbq,"itemQuestion,sameCategory,otherCategory,competitor,mostSimilar",100,English,0,19,25208,86,box,itemQuestion,5,main
3849,58,NA,99,Higher degree,226915,1718438111066,1718437884151,male,blanket-transportation,"itemQuestion,sameCategory,mostSimilar,otherCategory,competitor",97,English,2,85,40306,96,blanket,itemQuestion,1,main
3849,58,NA,100,Higher degree,226915,1718438111066,1718437884151,male,broom-snow,"mostSimilar,sameCategory,itemQuestion,competitor,otherCategory",74,English,5,0,25480,0,broom,itemQuestion,2,main
3849,58,NA,99,Higher degree,226915,1718438111066,1718437884151,male,postit-reading,"itemQuestion,otherCategory,mostSimilar,competitor,sameCategory",96,English,18,0,25356,1,postit,itemQuestion,3,main
3849,58,NA,2,Higher degree,226915,1718438111066,1718437884151,male,towel-clothes,"competitor,mostSimilar,otherCategory,itemQuestion,sameCategory",97,English,4,5,28089,1,towel,itemQuestion,4,main
3849,58,NA,0,Higher degree,226915,1718438111066,1718437884151,male,carRental-fun,"itemQuestion,competitor,mostSimilar,otherCategory,sameCategory",0,English,1,0,29281,0,carRental,itemQuestion,5,filler
3852,37,NA,71,Graduated High-school,245817,1718438130540,1718437884723,male,candy-halloween,"itemQuestion,mostSimilar,competitor,otherCategory,sameCategory",69,english,70,33,48035,33,candy,itemQuestion,1,main
3852,37,NA,100,Graduated High-school,245817,1718438130540,1718437884723,male,sugar-coffee,"competitor,otherCategory,itemQuestion,mostSimilar,sameCategory",100,english,82,0,39883,80,sugar,itemQuestion,2,main
3852,37,NA,0,Graduated High-school,245817,1718438130540,1718437884723,male,jobCenter-engineer,"mostSimilar,itemQuestion,competitor,otherCategory,sameCategory",0,english,0,0,28584,0,jobCenter,itemQuestion,3,filler
3852,37,NA,100,Graduated High-school,245817,1718438130540,1718437884723,male,bottle-plants,"sameCategory,otherCategory,mostSimilar,itemQuestion,competitor",100,english,57,0,34574,23,bottle,itemQuestion,4,main
3852,37,NA,88,Graduated High-school,245817,1718438130540,1718437884723,male,handkerchief-injury,"otherCategory,sameCategory,mostSimilar,itemQuestion,competitor",100,english,84,0,29543,78,handkerchief,itemQuestion,5,main
3861,48,NA,99,Graduated College,327175,1718438233380,1718437906205,female,blanket-transportation,"itemQuestion,mostSimilar,otherCategory,sameCategory,competitor",100,English,17,66,44233,99,blanket,itemQuestion,1,main
3861,48,NA,34,Graduated College,327175,1718438233380,1718437906205,female,art-painting,"competitor,otherCategory,itemQuestion,sameCategory,mostSimilar",99,English,23,23,88672,49,art,itemQuestion,2,filler
3861,48,NA,51,Graduated College,327175,1718438233380,1718437906205,female,box-bbq,"mostSimilar,sameCategory,itemQuestion,otherCategory,competitor",100,English,98,50,25591,88,box,itemQuestion,3,main
3861,48,NA,57,Graduated College,327175,1718438233380,1718437906205,female,broom-snow,"itemQuestion,competitor,mostSimilar,sameCategory,otherCategory",99,English,35,1,39591,0,broom,itemQuestion,4,main
3861,48,NA,84,Graduated College,327175,1718438233380,1718437906205,female,postit-reading,"itemQuestion,otherCategory,competitor,mostSimilar,sameCategory",99,English,55,1,28049,1,postit,itemQuestion,5,main
3843,57,NA,0,Graduated College,219856,1718438083938,1718437864082,female,airport-usa,"competitor,itemQuestion,sameCategory,otherCategory,mostSimilar",0,"English, Italian",0,0,23598,0,airport,itemQuestion,1,filler
3843,57,NA,100,Graduated College,219856,1718438083938,1718437864082,female,blanket-transportation,"otherCategory,competitor,itemQuestion,sameCategory,mostSimilar",66,"English, Italian",57,85,32653,100,blanket,itemQuestion,2,main
3843,57,NA,67,Graduated College,219856,1718438083938,1718437864082,female,sugar-baking,"itemQuestion,mostSimilar,otherCategory,competitor,sameCategory",100,"English, Italian",74,0,15116,18,sugar,itemQuestion,3,main
3843,57,NA,100,Graduated College,219856,1718438083938,1718437864082,female,handkerchief-sauce,"competitor,otherCategory,sameCategory,itemQuestion,mostSimilar",76,"English, Italian",78,16,24714,20,handkerchief,itemQuestion,4,main
3843,57,NA,100,Graduated College,219856,1718438083938,1718437864082,female,candy-dessert,"mostSimilar,otherCategory,itemQuestion,competitor,sameCategory",100,"English, Italian",100,29,17168,54,candy,itemQuestion,5,main
3856,57,NA,0,Higher degree,253755,1718438142374,1718437888619,female,carRental-fun,"itemQuestion,otherCategory,mostSimilar,competitor,sameCategory",0,English,0,0,45203,0,carRental,itemQuestion,1,filler
3856,57,NA,87,Higher degree,253755,1718438142374,1718437888619,female,candy-dessert,"itemQuestion,mostSimilar,sameCategory,competitor,otherCategory",94,English,74,42,36218,84,candy,itemQuestion,2,main
3856,57,NA,95,Higher degree,253755,1718438142374,1718437888619,female,towel-clothes,"competitor,mostSimilar,sameCategory,itemQuestion,otherCategory",90,English,90,74,41205,82,towel,itemQuestion,3,main
3856,57,NA,100,Higher degree,253755,1718438142374,1718437888619,female,pot-jam,"itemQuestion,sameCategory,competitor,otherCategory,mostSimilar",95,English,100,14,34873,89,pot,itemQuestion,4,main
3856,57,NA,62,Higher degree,253755,1718438142374,1718437888619,female,sweatpants-spill,"mostSimilar,itemQuestion,competitor,sameCategory,otherCategory",100,English,100,35,30967,100,sweatpants,itemQuestion,5,main
3865,30,NA,51,Higher degree,433007,1718438373276,1718437940269,female,candy-dessert,"sameCategory,mostSimilar,competitor,itemQuestion,otherCategory",87,English,62,50,161376,52,candy,itemQuestion,1,main
3865,30,NA,100,Higher degree,433007,1718438373276,1718437940269,female,blanket-transportation,"otherCategory,sameCategory,competitor,itemQuestion,mostSimilar",80,English,37,32,47540,63,blanket,itemQuestion,2,main
3865,30,NA,100,Higher degree,433007,1718438373276,1718437940269,female,art-painting,"sameCategory,itemQuestion,competitor,otherCategory,mostSimilar",100,English,99,100,43338,100,art,itemQuestion,3,filler
3865,30,NA,81,Higher degree,433007,1718438373276,1718437940269,female,towel-clothes,"itemQuestion,sameCategory,mostSimilar,otherCategory,competitor",76,English,82,70,37613,84,towel,itemQuestion,4,main
3865,30,NA,82,Higher degree,433007,1718438373276,1718437940269,female,broom-snow,"mostSimilar,sameCategory,otherCategory,competitor,itemQuestion",27,English,20,24,36489,33,broom,itemQuestion,5,main
