itemName,submission_id,answerType,response,centered_response
bookingAgency-lowClassAccommodation,4432,otherCategory2,57,7
clothing-beach,4432,competitor,74,24
clothing-beach,4432,sameCategory1,83,33
clothing-beach,4432,sameCategory2,78,28
clothing-beach,4432,otherCategory1,54,4
clothing-beach,4432,otherCategory2,54,4
waterSport-motor,4432,competitor,89,39
waterSport-motor,4432,sameCategory1,70,20
waterSport-motor,4432,sameCategory2,56,6
waterSport-motor,4432,otherCategory1,70,20
waterSport-motor,4432,otherCategory2,75,25
movie-fantasy,4432,competitor,64,14
movie-fantasy,4432,sameCategory1,54,4
movie-fantasy,4432,sameCategory2,54,4
movie-fantasy,4432,otherCategory1,55,5
movie-fantasy,4432,otherCategory2,76,26
kidsActivities-crafts,4432,competitor,80,30
kidsActivities-crafts,4432,sameCategory1,74,24
kidsActivities-crafts,4432,sameCategory2,87,37
kidsActivities-crafts,4432,otherCategory1,55,5
kidsActivities-crafts,4432,otherCategory2,55,5
bar-whiteWine,4432,competitor,85,35
bar-whiteWine,4432,sameCategory1,56,6
bar-whiteWine,4432,sameCategory2,57,7
bar-whiteWine,4432,otherCategory1,41,-9
bar-whiteWine,4432,otherCategory2,32,-18
disney-action,4439,competitor,69,19
disney-action,4439,sameCategory1,44,-6
disney-action,4439,sameCategory2,70,20
disney-action,4439,otherCategory1,21,-29
disney-action,4439,otherCategory2,18,-32
plants-green,4439,competitor,73,23
plants-green,4439,sameCategory1,67,17
plants-green,4439,sameCategory2,70,20
plants-green,4439,otherCategory1,70,20
plants-green,4439,otherCategory2,70,20
bookingAgency-lowClassAccommodation,4439,competitor,87,37
bookingAgency-lowClassAccommodation,4439,sameCategory1,84,34
bookingAgency-lowClassAccommodation,4439,sameCategory2,72,22
bookingAgency-lowClassAccommodation,4439,otherCategory1,9,-41
bookingAgency-lowClassAccommodation,4439,otherCategory2,9,-41
zoo-xl,4439,competitor,98,48
zoo-xl,4439,sameCategory1,88,38
zoo-xl,4439,sameCategory2,87,37
zoo-xl,4439,otherCategory1,20,-30
zoo-xl,4439,otherCategory2,63,13
friendsActivities-boardGames,4439,competitor,93,43
friendsActivities-boardGames,4439,sameCategory1,64,14
friendsActivities-boardGames,4439,sameCategory2,63,13
friendsActivities-boardGames,4439,otherCategory1,32,-18
friendsActivities-boardGames,4439,otherCategory2,33,-17
waterSport-motor,4439,competitor,87,37
waterSport-motor,4439,sameCategory1,55,5
waterSport-motor,4439,sameCategory2,90,40
waterSport-motor,4439,otherCategory1,40,-10
waterSport-motor,4439,otherCategory2,74,24
movie-fantasy,4439,competitor,85,35
movie-fantasy,4439,sameCategory1,58,8
movie-fantasy,4439,sameCategory2,54,4
movie-fantasy,4439,otherCategory1,63,13
movie-fantasy,4439,otherCategory2,100,50
clothing-beach,4439,competitor,80,30
clothing-beach,4439,sameCategory1,86,36
clothing-beach,4439,sameCategory2,84,34
clothing-beach,4439,otherCategory1,16,-34
clothing-beach,4439,otherCategory2,11,-39
electronics-laptop,4434,competitor,88,38
electronics-laptop,4434,sameCategory1,19,-31
electronics-laptop,4434,sameCategory2,25,-25
electronics-laptop,4434,otherCategory1,3,-47
electronics-laptop,4434,otherCategory2,3,-47
dutyFree-smokes,4434,competitor,45,-5
dutyFree-smokes,4434,sameCategory1,46,-4
dutyFree-smokes,4434,sameCategory2,46,-4
dutyFree-smokes,4434,otherCategory1,27,-23
dutyFree-smokes,4434,otherCategory2,8,-42
cafe-pie,4434,competitor,56,6
cafe-pie,4434,sameCategory1,55,5
cafe-pie,4434,sameCategory2,53,3
cafe-pie,4434,otherCategory1,23,-27
cafe-pie,4434,otherCategory2,21,-29
movie-fantasy,4434,competitor,45,-5
movie-fantasy,4434,sameCategory1,49,-1
movie-fantasy,4434,sameCategory2,43,-7
movie-fantasy,4434,otherCategory1,55,5
movie-fantasy,4434,otherCategory2,67,17
petAdoption-dogs,4434,competitor,30,-20
petAdoption-dogs,4434,sameCategory1,35,-15
petAdoption-dogs,4434,sameCategory2,19,-31
petAdoption-dogs,4434,otherCategory1,28,-22
petAdoption-dogs,4434,otherCategory2,2,-48
plants-green,4434,competitor,54,4
plants-green,4434,sameCategory1,43,-7
plants-green,4434,sameCategory2,58,8
plants-green,4434,otherCategory1,39,-11
plants-green,4434,otherCategory2,54,4
friendsActivities-boardGames,4434,competitor,64,14
friendsActivities-boardGames,4434,sameCategory1,55,5
friendsActivities-boardGames,4434,sameCategory2,46,-4
friendsActivities-boardGames,4434,otherCategory1,13,-37
friendsActivities-boardGames,4434,otherCategory2,64,14
kidsActivities-crafts,4434,competitor,94,44
kidsActivities-crafts,4434,sameCategory1,84,34
kidsActivities-crafts,4434,sameCategory2,67,17
kidsActivities-crafts,4434,otherCategory1,32,-18
kidsActivities-crafts,4434,otherCategory2,39,-11
friendsActivities-boardGames,4438,competitor,49,-1
friendsActivities-boardGames,4438,sameCategory1,48,-2
friendsActivities-boardGames,4438,sameCategory2,48,-2
friendsActivities-boardGames,4438,otherCategory1,40,-10
friendsActivities-boardGames,4438,otherCategory2,25,-25
disney-action,4438,competitor,48,-2
disney-action,4438,sameCategory1,45,-5
disney-action,4438,sameCategory2,47,-3
disney-action,4438,otherCategory1,45,-5
disney-action,4438,otherCategory2,49,-1
clothing-beach,4438,competitor,7,-43
clothing-beach,4438,sameCategory1,88,38
clothing-beach,4438,sameCategory2,13,-37
clothing-beach,4438,otherCategory1,62,12
clothing-beach,4438,otherCategory2,44,-6
dutyFree-smokes,4438,competitor,83,33
dutyFree-smokes,4438,sameCategory1,62,12
dutyFree-smokes,4438,sameCategory2,70,20
dutyFree-smokes,4438,otherCategory1,52,2
dutyFree-smokes,4438,otherCategory2,48,-2
bookingAgency-lowClassAccommodation,4438,competitor,76,26
bookingAgency-lowClassAccommodation,4438,sameCategory1,94,44
bookingAgency-lowClassAccommodation,4438,sameCategory2,84,34
bookingAgency-lowClassAccommodation,4438,otherCategory1,6,-44
bookingAgency-lowClassAccommodation,4438,otherCategory2,2,-48
plants-green,4438,competitor,88,38
plants-green,4438,sameCategory1,66,16
plants-green,4438,sameCategory2,62,12
plants-green,4438,otherCategory1,50,0
plants-green,4438,otherCategory2,69,19
bar-whiteWine,4438,competitor,72,22
bar-whiteWine,4438,sameCategory1,54,4
bar-whiteWine,4438,sameCategory2,58,8
bar-whiteWine,4438,otherCategory1,52,2
bar-whiteWine,4438,otherCategory2,45,-5
electronics-laptop,4438,competitor,57,7
electronics-laptop,4438,sameCategory1,48,-2
electronics-laptop,4438,sameCategory2,8,-42
electronics-laptop,4438,otherCategory1,38,-12
electronics-laptop,4438,otherCategory2,56,6
cafe-pizza,4441,competitor,53,3
cafe-pizza,4441,sameCategory1,31,-19
cafe-pizza,4441,sameCategory2,39,-11
cafe-pizza,4441,otherCategory1,52,2
cafe-pizza,4441,otherCategory2,54,4
petAdoption-hamster,4441,competitor,57,7
petAdoption-hamster,4441,sameCategory1,55,5
petAdoption-hamster,4441,sameCategory2,54,4
petAdoption-hamster,4441,otherCategory1,12,-38
petAdoption-hamster,4441,otherCategory2,48,-2
books-fantasy,4441,competitor,46,-4
books-fantasy,4441,sameCategory1,60,10
books-fantasy,4441,sameCategory2,64,14
books-fantasy,4441,otherCategory1,47,-3
books-fantasy,4441,otherCategory2,59,9
plants-flowers,4441,competitor,67,17
plants-flowers,4441,sameCategory1,53,3
plants-flowers,4441,sameCategory2,82,32
plants-flowers,4441,otherCategory1,64,14
plants-flowers,4441,otherCategory2,66,16
waterSport-muscle,4441,competitor,80,30
waterSport-muscle,4441,sameCategory1,70,20
waterSport-muscle,4441,sameCategory2,79,29
waterSport-muscle,4441,otherCategory1,42,-8
waterSport-muscle,4441,otherCategory2,25,-25
gym-boxing,4441,competitor,76,26
gym-boxing,4441,sameCategory1,71,21
gym-boxing,4441,sameCategory2,64,14
gym-boxing,4441,otherCategory1,26,-24
gym-boxing,4441,otherCategory2,28,-22
disney-princess,4441,competitor,65,15
disney-princess,4441,sameCategory1,62,12
disney-princess,4441,sameCategory2,63,13
disney-princess,4441,otherCategory1,26,-24
disney-princess,4441,otherCategory2,27,-23
furniture-outdoors,4441,competitor,64,14
furniture-outdoors,4441,sameCategory1,53,3
furniture-outdoors,4441,sameCategory2,67,17
furniture-outdoors,4441,otherCategory1,11,-39
furniture-outdoors,4441,otherCategory2,13,-37
friendsActivities-boardGames,4452,competitor,83,33
friendsActivities-boardGames,4452,sameCategory1,82,32
friendsActivities-boardGames,4452,sameCategory2,54,4
friendsActivities-boardGames,4452,otherCategory1,70,20
friendsActivities-boardGames,4452,otherCategory2,54,4
kidsActivities-crafts,4452,competitor,75,25
kidsActivities-crafts,4452,sameCategory1,78,28
kidsActivities-crafts,4452,sameCategory2,76,26
kidsActivities-crafts,4452,otherCategory1,30,-20
kidsActivities-crafts,4452,otherCategory2,33,-17
electronics-laptop,4452,competitor,84,34
electronics-laptop,4452,sameCategory1,65,15
electronics-laptop,4452,sameCategory2,0,-50
electronics-laptop,4452,otherCategory1,66,16
electronics-laptop,4452,otherCategory2,16,-34
touristInfo-childTheatre,4452,competitor,100,50
touristInfo-childTheatre,4452,sameCategory1,58,8
touristInfo-childTheatre,4452,sameCategory2,74,24
touristInfo-childTheatre,4452,otherCategory1,19,-31
touristInfo-childTheatre,4452,otherCategory2,13,-37
bookingAgency-lowClassAccommodation,4452,competitor,79,29
bookingAgency-lowClassAccommodation,4452,sameCategory1,89,39
bookingAgency-lowClassAccommodation,4452,sameCategory2,82,32
bookingAgency-lowClassAccommodation,4452,otherCategory1,22,-28
bookingAgency-lowClassAccommodation,4452,otherCategory2,14,-36
movie-fantasy,4452,competitor,84,34
movie-fantasy,4452,sameCategory1,42,-8
movie-fantasy,4452,sameCategory2,75,25
movie-fantasy,4452,otherCategory1,16,-34
movie-fantasy,4452,otherCategory2,65,15
petAdoption-dogs,4452,competitor,70,20
petAdoption-dogs,4452,sameCategory1,78,28
petAdoption-dogs,4452,sameCategory2,68,18
petAdoption-dogs,4452,otherCategory1,0,-50
petAdoption-dogs,4452,otherCategory2,0,-50
zoo-xl,4452,competitor,83,33
zoo-xl,4452,sameCategory1,84,34
zoo-xl,4452,sameCategory2,82,32
zoo-xl,4452,otherCategory1,70,20
zoo-xl,4452,otherCategory2,63,13
books-fantasy,4458,competitor,73,23
books-fantasy,4458,sameCategory1,84,34
books-fantasy,4458,sameCategory2,99,49
books-fantasy,4458,otherCategory1,40,-10
books-fantasy,4458,otherCategory2,61,11
disney-princess,4458,competitor,67,17
disney-princess,4458,sameCategory1,78,28
disney-princess,4458,sameCategory2,68,18
disney-princess,4458,otherCategory1,36,-14
disney-princess,4458,otherCategory2,29,-21
kidsActivities-sports,4458,competitor,82,32
kidsActivities-sports,4458,sameCategory1,31,-19
kidsActivities-sports,4458,sameCategory2,81,31
kidsActivities-sports,4458,otherCategory1,34,-16
kidsActivities-sports,4458,otherCategory2,45,-5
touristInfo-clubbing,4458,competitor,67,17
touristInfo-clubbing,4458,sameCategory1,82,32
touristInfo-clubbing,4458,sameCategory2,30,-20
touristInfo-clubbing,4458,otherCategory1,33,-17
touristInfo-clubbing,4458,otherCategory2,31,-19
electronics-console,4458,competitor,36,-14
electronics-console,4458,sameCategory1,37,-13
electronics-console,4458,sameCategory2,27,-23
electronics-console,4458,otherCategory1,26,-24
electronics-console,4458,otherCategory2,20,-30
dutyFree-sweets,4458,competitor,70,20
dutyFree-sweets,4458,sameCategory1,67,17
dutyFree-sweets,4458,sameCategory2,65,15
dutyFree-sweets,4458,otherCategory1,40,-10
dutyFree-sweets,4458,otherCategory2,36,-14
zoo-reptiles,4458,competitor,100,50
zoo-reptiles,4458,sameCategory1,64,14
zoo-reptiles,4458,sameCategory2,66,16
zoo-reptiles,4458,otherCategory1,31,-19
zoo-reptiles,4458,otherCategory2,37,-13
petAdoption-hamster,4458,competitor,71,21
petAdoption-hamster,4458,sameCategory1,75,25
petAdoption-hamster,4458,sameCategory2,58,8
petAdoption-hamster,4458,otherCategory1,0,-50
petAdoption-hamster,4458,otherCategory2,13,-37
gym-yoga,4459,competitor,69,19
gym-yoga,4459,sameCategory1,72,22
gym-yoga,4459,sameCategory2,70,20
gym-yoga,4459,otherCategory1,70,20
gym-yoga,4459,otherCategory2,69,19
bookingAgency-lowClassAccommodation,4459,competitor,57,7
bookingAgency-lowClassAccommodation,4459,sameCategory1,60,10
bookingAgency-lowClassAccommodation,4459,sameCategory2,64,14
bookingAgency-lowClassAccommodation,4459,otherCategory1,8,-42
bookingAgency-lowClassAccommodation,4459,otherCategory2,4,-46
electronics-laptop,4459,competitor,70,20
electronics-laptop,4459,sameCategory1,21,-29
electronics-laptop,4459,sameCategory2,28,-22
electronics-laptop,4459,otherCategory1,4,-46
electronics-laptop,4459,otherCategory2,16,-34
movie-fantasy,4459,competitor,50,0
movie-fantasy,4459,sameCategory1,50,0
movie-fantasy,4459,sameCategory2,52,2
movie-fantasy,4459,otherCategory1,51,1
movie-fantasy,4459,otherCategory2,53,3
kidsActivities-crafts,4459,competitor,58,8
kidsActivities-crafts,4459,sameCategory1,59,9
kidsActivities-crafts,4459,sameCategory2,59,9
kidsActivities-crafts,4459,otherCategory1,17,-33
kidsActivities-crafts,4459,otherCategory2,5,-45
zoo-xl,4459,competitor,80,30
zoo-xl,4459,sameCategory1,64,14
zoo-xl,4459,sameCategory2,66,16
zoo-xl,4459,otherCategory1,65,15
zoo-xl,4459,otherCategory2,66,16
bar-whiteWine,4459,competitor,53,3
bar-whiteWine,4459,sameCategory1,28,-22
bar-whiteWine,4459,sameCategory2,25,-25
bar-whiteWine,4459,otherCategory1,26,-24
bar-whiteWine,4459,otherCategory2,23,-27
clothing-beach,4459,competitor,54,4
clothing-beach,4459,sameCategory1,27,-23
clothing-beach,4459,sameCategory2,18,-32
clothing-beach,4459,otherCategory1,19,-31
clothing-beach,4459,otherCategory2,16,-34
plants-green,4442,competitor,52,2
plants-green,4442,sameCategory1,42,-8
plants-green,4442,sameCategory2,53,3
plants-green,4442,otherCategory1,47,-3
plants-green,4442,otherCategory2,54,4
gym-yoga,4442,competitor,54,4
gym-yoga,4442,sameCategory1,59,9
gym-yoga,4442,sameCategory2,38,-12
gym-yoga,4442,otherCategory1,16,-34
gym-yoga,4442,otherCategory2,30,-20
bookingAgency-lowClassAccommodation,4442,competitor,35,-15
bookingAgency-lowClassAccommodation,4442,sameCategory1,32,-18
bookingAgency-lowClassAccommodation,4442,sameCategory2,35,-15
bookingAgency-lowClassAccommodation,4442,otherCategory1,6,-44
bookingAgency-lowClassAccommodation,4442,otherCategory2,19,-31
cafe-pie,4442,competitor,56,6
cafe-pie,4442,sameCategory1,46,-4
cafe-pie,4442,sameCategory2,45,-5
cafe-pie,4442,otherCategory1,41,-9
cafe-pie,4442,otherCategory2,42,-8
clothing-beach,4442,competitor,60,10
clothing-beach,4442,sameCategory1,83,33
clothing-beach,4442,sameCategory2,18,-32
clothing-beach,4442,otherCategory1,42,-8
clothing-beach,4442,otherCategory2,33,-17
waterSport-motor,4442,competitor,54,4
waterSport-motor,4442,sameCategory1,39,-11
waterSport-motor,4442,sameCategory2,59,9
waterSport-motor,4442,otherCategory1,34,-16
waterSport-motor,4442,otherCategory2,40,-10
electronics-laptop,4442,competitor,54,4
electronics-laptop,4442,sameCategory1,18,-32
electronics-laptop,4442,sameCategory2,20,-30
electronics-laptop,4442,otherCategory1,52,2
electronics-laptop,4442,otherCategory2,25,-25
dutyFree-smokes,4442,competitor,56,6
dutyFree-smokes,4442,sameCategory1,53,3
dutyFree-smokes,4442,sameCategory2,75,25
dutyFree-smokes,4442,otherCategory1,44,-6
dutyFree-smokes,4442,otherCategory2,45,-5
gym-boxing,4473,competitor,82,32
gym-boxing,4473,sameCategory1,58,8
gym-boxing,4473,sameCategory2,74,24
gym-boxing,4473,otherCategory1,24,-26
gym-boxing,4473,otherCategory2,21,-29
cafe-pizza,4473,competitor,60,10
cafe-pizza,4473,sameCategory1,4,-46
cafe-pizza,4473,sameCategory2,25,-25
cafe-pizza,4473,otherCategory1,56,6
cafe-pizza,4473,otherCategory2,56,6
electronics-console,4473,competitor,6,-44
electronics-console,4473,sameCategory1,13,-37
electronics-console,4473,sameCategory2,8,-42
electronics-console,4473,otherCategory1,7,-43
electronics-console,4473,otherCategory2,89,39
furniture-outdoors,4473,competitor,37,-13
furniture-outdoors,4473,sameCategory1,66,16
furniture-outdoors,4473,sameCategory2,8,-42
furniture-outdoors,4473,otherCategory1,45,-5
furniture-outdoors,4473,otherCategory2,1,-49
waterSport-muscle,4473,competitor,54,4
waterSport-muscle,4473,sameCategory1,18,-32
waterSport-muscle,4473,sameCategory2,62,12
waterSport-muscle,4473,otherCategory1,5,-45
waterSport-muscle,4473,otherCategory2,4,-46
movie-western,4473,competitor,15,-35
movie-western,4473,sameCategory1,9,-41
movie-western,4473,sameCategory2,4,-46
movie-western,4473,otherCategory1,11,-39
movie-western,4473,otherCategory2,8,-42
kidsActivities-sports,4473,competitor,7,-43
kidsActivities-sports,4473,sameCategory1,16,-34
kidsActivities-sports,4473,sameCategory2,68,18
kidsActivities-sports,4473,otherCategory1,7,-43
kidsActivities-sports,4473,otherCategory2,9,-41
zoo-reptiles,4473,competitor,68,18
zoo-reptiles,4473,sameCategory1,21,-29
zoo-reptiles,4473,sameCategory2,7,-43
zoo-reptiles,4473,otherCategory1,18,-32
zoo-reptiles,4473,otherCategory2,6,-44
dutyFree-sweets,4489,competitor,54,4
dutyFree-sweets,4489,sameCategory1,50,0
dutyFree-sweets,4489,sameCategory2,54,4
dutyFree-sweets,4489,otherCategory1,51,1
dutyFree-sweets,4489,otherCategory2,52,2
disney-princess,4489,competitor,50,0
disney-princess,4489,sameCategory1,49,-1
disney-princess,4489,sameCategory2,49,-1
disney-princess,4489,otherCategory1,46,-4
disney-princess,4489,otherCategory2,53,3
electronics-console,4489,competitor,76,26
electronics-console,4489,sameCategory1,52,2
electronics-console,4489,sameCategory2,50,0
electronics-console,4489,otherCategory1,53,3
electronics-console,4489,otherCategory2,51,1
cafe-pizza,4489,competitor,70,20
cafe-pizza,4489,sameCategory1,67,17
cafe-pizza,4489,sameCategory2,68,18
cafe-pizza,4489,otherCategory1,51,1
cafe-pizza,4489,otherCategory2,51,1
waterSport-muscle,4489,competitor,50,0
waterSport-muscle,4489,sameCategory1,52,2
waterSport-muscle,4489,sameCategory2,51,1
waterSport-muscle,4489,otherCategory1,50,0
waterSport-muscle,4489,otherCategory2,52,2
kidsActivities-sports,4489,competitor,50,0
kidsActivities-sports,4489,sameCategory1,53,3
kidsActivities-sports,4489,sameCategory2,51,1
kidsActivities-sports,4489,otherCategory1,48,-2
kidsActivities-sports,4489,otherCategory2,53,3
clothing-winter,4489,competitor,53,3
clothing-winter,4489,sameCategory1,54,4
clothing-winter,4489,sameCategory2,56,6
clothing-winter,4489,otherCategory1,53,3
clothing-winter,4489,otherCategory2,53,3
books-fantasy,4489,competitor,45,-5
books-fantasy,4489,sameCategory1,68,18
books-fantasy,4489,sameCategory2,68,18
books-fantasy,4489,otherCategory1,40,-10
books-fantasy,4489,otherCategory2,42,-8
disney-action,4490,competitor,80,30
disney-action,4490,sameCategory1,76,26
disney-action,4490,sameCategory2,79,29
disney-action,4490,otherCategory1,22,-28
disney-action,4490,otherCategory2,22,-28
movie-fantasy,4490,competitor,51,1
movie-fantasy,4490,sameCategory1,50,0
movie-fantasy,4490,sameCategory2,52,2
movie-fantasy,4490,otherCategory1,52,2
movie-fantasy,4490,otherCategory2,52,2
plants-green,4490,competitor,50,0
plants-green,4490,sameCategory1,25,-25
plants-green,4490,sameCategory2,51,1
plants-green,4490,otherCategory1,19,-31
plants-green,4490,otherCategory2,49,-1
friendsActivities-boardGames,4490,competitor,52,2
friendsActivities-boardGames,4490,sameCategory1,51,1
friendsActivities-boardGames,4490,sameCategory2,52,2
friendsActivities-boardGames,4490,otherCategory1,26,-24
friendsActivities-boardGames,4490,otherCategory2,28,-22
furniture-indoors,4490,competitor,11,-39
furniture-indoors,4490,sameCategory1,0,-50
furniture-indoors,4490,sameCategory2,0,-50
furniture-indoors,4490,otherCategory1,0,-50
furniture-indoors,4490,otherCategory2,0,-50
petAdoption-dogs,4490,competitor,0,-50
petAdoption-dogs,4490,sameCategory1,0,-50
petAdoption-dogs,4490,sameCategory2,0,-50
petAdoption-dogs,4490,otherCategory1,0,-50
petAdoption-dogs,4490,otherCategory2,0,-50
books-romance,4490,competitor,13,-37
books-romance,4490,sameCategory1,0,-50
books-romance,4490,sameCategory2,0,-50
books-romance,4490,otherCategory1,0,-50
books-romance,4490,otherCategory2,0,-50
gym-yoga,4490,competitor,0,-50
gym-yoga,4490,sameCategory1,4,-46
gym-yoga,4490,sameCategory2,0,-50
gym-yoga,4490,otherCategory1,0,-50
gym-yoga,4490,otherCategory2,0,-50
books-fantasy,4444,competitor,0,-50
books-fantasy,4444,sameCategory1,100,50
books-fantasy,4444,sameCategory2,50,0
books-fantasy,4444,otherCategory1,0,-50
books-fantasy,4444,otherCategory2,0,-50
disney-princess,4444,competitor,100,50
disney-princess,4444,sameCategory1,100,50
disney-princess,4444,sameCategory2,49,-1
disney-princess,4444,otherCategory1,50,0
disney-princess,4444,otherCategory2,49,-1
bookingAgency-highClassAccommodation,4444,competitor,100,50
bookingAgency-highClassAccommodation,4444,sameCategory1,100,50
bookingAgency-highClassAccommodation,4444,sameCategory2,100,50
bookingAgency-highClassAccommodation,4444,otherCategory1,0,-50
bookingAgency-highClassAccommodation,4444,otherCategory2,0,-50
plants-flowers,4444,competitor,100,50
plants-flowers,4444,sameCategory1,100,50
plants-flowers,4444,sameCategory2,100,50
plants-flowers,4444,otherCategory1,100,50
plants-flowers,4444,otherCategory2,0,-50
waterSport-muscle,4444,competitor,38,-12
waterSport-muscle,4444,sameCategory1,100,50
waterSport-muscle,4444,sameCategory2,0,-50
waterSport-muscle,4444,otherCategory1,100,50
waterSport-muscle,4444,otherCategory2,47,-3
furniture-outdoors,4444,competitor,100,50
furniture-outdoors,4444,sameCategory1,0,-50
furniture-outdoors,4444,sameCategory2,52,2
furniture-outdoors,4444,otherCategory1,0,-50
furniture-outdoors,4444,otherCategory2,51,1
cafe-pizza,4444,competitor,100,50
cafe-pizza,4444,sameCategory1,100,50
cafe-pizza,4444,sameCategory2,100,50
cafe-pizza,4444,otherCategory1,0,-50
cafe-pizza,4444,otherCategory2,0,-50
bar-tea,4444,competitor,0,-50
bar-tea,4444,sameCategory1,100,50
bar-tea,4444,sameCategory2,100,50
bar-tea,4444,otherCategory1,49,-1
bar-tea,4444,otherCategory2,49,-1
zoo-xl,4465,competitor,100,50
zoo-xl,4465,sameCategory1,69,19
zoo-xl,4465,sameCategory2,83,33
zoo-xl,4465,otherCategory1,50,0
zoo-xl,4465,otherCategory2,44,-6
bar-whiteWine,4465,competitor,100,50
bar-whiteWine,4465,sameCategory1,50,0
bar-whiteWine,4465,sameCategory2,0,-50
bar-whiteWine,4465,otherCategory1,0,-50
bar-whiteWine,4465,otherCategory2,0,-50
disney-action,4465,competitor,100,50
disney-action,4465,sameCategory1,92,42
disney-action,4465,sameCategory2,60,10
disney-action,4465,otherCategory1,32,-18
disney-action,4465,otherCategory2,0,-50
bookingAgency-lowClassAccommodation,4465,competitor,100,50
bookingAgency-lowClassAccommodation,4465,sameCategory1,92,42
bookingAgency-lowClassAccommodation,4465,sameCategory2,87,37
bookingAgency-lowClassAccommodation,4465,otherCategory1,5,-45
bookingAgency-lowClassAccommodation,4465,otherCategory2,12,-38
touristInfo-childTheatre,4465,competitor,76,26
touristInfo-childTheatre,4465,sameCategory1,0,-50
touristInfo-childTheatre,4465,sameCategory2,0,-50
touristInfo-childTheatre,4465,otherCategory1,0,-50
touristInfo-childTheatre,4465,otherCategory2,0,-50
friendsActivities-boardGames,4465,competitor,100,50
friendsActivities-boardGames,4465,sameCategory1,70,20
friendsActivities-boardGames,4465,sameCategory2,18,-32
friendsActivities-boardGames,4465,otherCategory1,38,-12
friendsActivities-boardGames,4465,otherCategory2,0,-50
electronics-laptop,4465,competitor,74,24
electronics-laptop,4465,sameCategory1,33,-17
electronics-laptop,4465,sameCategory2,45,-5
electronics-laptop,4465,otherCategory1,0,-50
electronics-laptop,4465,otherCategory2,0,-50
gym-yoga,4465,competitor,100,50
gym-yoga,4465,sameCategory1,44,-6
gym-yoga,4465,sameCategory2,28,-22
gym-yoga,4465,otherCategory1,0,-50
gym-yoga,4465,otherCategory2,0,-50
movie-western,4469,competitor,68,18
movie-western,4469,sameCategory1,19,-31
movie-western,4469,sameCategory2,37,-13
movie-western,4469,otherCategory1,50,0
movie-western,4469,otherCategory2,13,-37
books-fantasy,4469,competitor,75,25
books-fantasy,4469,sameCategory1,83,33
books-fantasy,4469,sameCategory2,70,20
books-fantasy,4469,otherCategory1,20,-30
books-fantasy,4469,otherCategory2,8,-42
plants-flowers,4469,competitor,32,-18
plants-flowers,4469,sameCategory1,59,9
plants-flowers,4469,sameCategory2,12,-38
plants-flowers,4469,otherCategory1,70,20
plants-flowers,4469,otherCategory2,68,18
petAdoption-hamster,4469,competitor,94,44
petAdoption-hamster,4469,sameCategory1,69,19
petAdoption-hamster,4469,sameCategory2,62,12
petAdoption-hamster,4469,otherCategory1,32,-18
petAdoption-hamster,4469,otherCategory2,23,-27
electronics-console,4469,competitor,66,16
electronics-console,4469,sameCategory1,73,23
electronics-console,4469,sameCategory2,67,17
electronics-console,4469,otherCategory1,19,-31
electronics-console,4469,otherCategory2,15,-35
clothing-winter,4469,competitor,64,14
clothing-winter,4469,sameCategory1,71,21
clothing-winter,4469,sameCategory2,84,34
clothing-winter,4469,otherCategory1,15,-35
clothing-winter,4469,otherCategory2,11,-39
bookingAgency-highClassAccommodation,4469,competitor,59,9
bookingAgency-highClassAccommodation,4469,sameCategory1,81,31
bookingAgency-highClassAccommodation,4469,sameCategory2,58,8
bookingAgency-highClassAccommodation,4469,otherCategory1,0,-50
bookingAgency-highClassAccommodation,4469,otherCategory2,6,-44
disney-princess,4469,competitor,73,23
disney-princess,4469,sameCategory1,31,-19
disney-princess,4469,sameCategory2,64,14
disney-princess,4469,otherCategory1,23,-27
disney-princess,4469,otherCategory2,26,-24
disney-princess,4470,competitor,100,50
disney-princess,4470,sameCategory1,86,36
disney-princess,4470,sameCategory2,99,49
disney-princess,4470,otherCategory1,88,38
disney-princess,4470,otherCategory2,97,47
touristInfo-clubbing,4470,competitor,68,18
touristInfo-clubbing,4470,sameCategory1,38,-12
touristInfo-clubbing,4470,sameCategory2,35,-15
touristInfo-clubbing,4470,otherCategory1,0,-50
touristInfo-clubbing,4470,otherCategory2,73,23
electronics-console,4470,competitor,77,27
electronics-console,4470,sameCategory1,89,39
electronics-console,4470,sameCategory2,84,34
electronics-console,4470,otherCategory1,97,47
electronics-console,4470,otherCategory2,39,-11
gym-boxing,4470,competitor,63,13
gym-boxing,4470,sameCategory1,72,22
gym-boxing,4470,sameCategory2,52,2
gym-boxing,4470,otherCategory1,12,-38
gym-boxing,4470,otherCategory2,17,-33
friendsActivities-videoEntertainment,4470,competitor,88,38
friendsActivities-videoEntertainment,4470,sameCategory1,68,18
friendsActivities-videoEntertainment,4470,sameCategory2,29,-21
friendsActivities-videoEntertainment,4470,otherCategory1,53,3
friendsActivities-videoEntertainment,4470,otherCategory2,61,11
zoo-reptiles,4470,competitor,93,43
zoo-reptiles,4470,sameCategory1,88,38
zoo-reptiles,4470,sameCategory2,88,38
zoo-reptiles,4470,otherCategory1,52,2
zoo-reptiles,4470,otherCategory2,52,2
dutyFree-sweets,4470,competitor,97,47
dutyFree-sweets,4470,sameCategory1,96,46
dutyFree-sweets,4470,sameCategory2,100,50
dutyFree-sweets,4470,otherCategory1,0,-50
