submission_id,age,answer,category,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,languages,responseTime,settingName,trialNr,trial_type
4625,40,no sorry,taciturn,NA,main,Graduated College,106425,1672165773127,1672165666702,female,dutyFree-smokes,English,11306,dutyFree,1,main
4625,40,I'm afraid we don't but we do have other shorts.,competitor,NA,main,Graduated College,106425,1672165773127,1672165666702,female,clothing-clothes,English,19911,clothing,2,main
4625,40,"Ah no we don't but I have got checkers, movies and monopoly",fullList,NA,main,Graduated College,106425,1672165773127,1672165666702,female,friendsActivities-boardGames,English,24483,friendsActivities,3,main
4625,40,ah sorry I don't but I have an agave plant you could have?,competitor,NA,main,Graduated College,106425,1672165773127,1672165666702,female,interior-green,English,21573,interior,5,main
4635,39,We have books of French love letters that may contain poems.,competitor,NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,books-romance,English,65512,books,1,main
4635,39,"No, but I have Monopoly and checkers.",sameCategory,NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,friendsActivities-boardGames,English,44872,friendsActivities,2,main
4635,39,"They don't have a tiger, but we can go see the lion.",competitor,NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,zoo-xl,English,45099,zoo,3,main
4635,39,"Sorry, we don't have Hawaiian shirts.",taciturn,NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,clothing-clothes,English,60615,clothing,4,main
4636,34,"I don't have an aloe vera plant right now, I do have an agave plant which looks very similar if you want it.",competitor,NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,interior-green,English,111712,interior,1,main
4636,34,"We don't have any Dalmatians, if you are looking for a dog of similar size we do have golden retrievers.",competitor,NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,petAdoption-dogs,English,76216,petAdoption,2,main
4636,34,"We currently don't offer yoga classes, pilates classes are very similar if you wish to try it out.",competitor,NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,gym-yoga,English,70191,gymActivities,3,main
4636,34,No but we do have a MacBook Air,competitor,NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,electronics-laptop,English,31024,electronics,5,main
4646,28,No we do not have a veggie pizza,taciturn,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,cafe-pizza,English,15340,cafe,1,main
4646,28,No it is not available for tomorrow night,taciturn,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,bookingAgency-highClassAccommodation,English,21824,bookingAgency,3,main
4646,28,Sorry I do not have any,taciturn,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,interior-deco,English,18186,interior,4,main
4646,28,Sorry we do not have any hamsters,taciturn,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,petAdoption-hamster,English,12006,petAdoption,5,main
4679,36,"I don't, but I'd quite like one, next time I'm at the garden centre, I'll pick one up for each of us. You can have one as a house warminf present.",other,NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,interior-green,English,110021,interior,1,main
4679,36,"I'm very sorry, we don't have that in stock, I'll speak to our other stores and see if we have anything like that in stock elsewhere for you.",other,NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,clothing-clothes,English,71739,clothing,2,main
4679,36,"I'm really sorry, we don't currently offer yoga, what will do is mention it to our manager as other people have also asked about yoga. In the meantime would you like to try a free plates session?",competitor,NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,gym-yoga,English,88536,gymActivities,3,main
4679,36,We don't have any cake today but we have a beautiful raspberry pie that I'd reccomend.,competitor,NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,cafe-pie,English,48993,cafe,5,main
4683,43,"no, we do kickboxing.",competitor,NA,main,Higher degree,101490,1672172196659,1672172095169,female,gym-boxing,english,12035,gymActivities,2,main
4683,43,they don't have chameleons here,taciturn,NA,main,Higher degree,101490,1672172196659,1672172095169,female,zoo-reptiles,english,18181,zoo,3,main
4683,43,no. i can offer you an apartmnet or a suite in a 4 star hotel.,sameCategory,NA,main,Higher degree,101490,1672172196659,1672172095169,female,bookingAgency-highClassAccommodation,english,28924,bookingAgency,5,main
4706,23,"No, we offer kickboxing, zumba and pilates",fullList,NA,main,Graduated College,119359,1672240253405,1672240134046,male,gym-yoga,English,27535,gymActivities,2,main
4706,23,"No, only acrobatics, watercolor and carpentry",fullList,NA,main,Graduated College,119359,1672240253405,1672240134046,male,kidsActivities-crafts,English,18788,kidsActivities,3,main
4706,23,there is a circus,competitor,NA,main,Graduated College,119359,1672240253405,1672240134046,male,touristInfo-childTheatre,English,24917,touristInfo,4,main
4706,23,"no, only golden retirevers, gerbils and chihuahuas",fullList,NA,main,Graduated College,119359,1672240253405,1672240134046,male,petAdoption-dogs,English,21142,petAdoption,5,main
4638,39,"Hi, we don't have any electronic music events in town today but we do have several other music events. Would you be interested to know more about these?",other,NA,main,Higher degree,363856,1672166025082,1672165661226,male,touristInfo-clubbing,English,110468,touristInfo,1,main
4638,39,"Hello, well we don't have any in right now. Is there something about hamsters that really interest you? Because we do have other animal in need of rehoming",other,NA,main,Higher degree,363856,1672166025082,1672165661226,male,petAdoption-hamster,English,70223,petAdoption,2,main
4638,39,While we don't have any directly of that genre please take a look at these other titles that may have something you are looking for,other,NA,main,Higher degree,363856,1672166025082,1672165661226,male,books-fantasy,English,59352,books,4,main
4638,39,We don't have a vegetable pizza today. If you are vegetarian we have a cheese pizza. Is that good for you?,competitor,NA,main,Higher degree,363856,1672166025082,1672165661226,male,cafe-pizza,English,54111,cafe,5,main
4641,49,I’m afraid we don’t at present,taciturn,NA,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,gym-yoga,English,46218,gymActivities,2,main
4641,49,No but we do have raspberry pie,competitor,NA,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,cafe-pie,English,27774,cafe,4,main
4641,49,No we don’t have any Dalmatian’s at present but we have these other breeds,other,NA,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,petAdoption-dogs,English,63925,petAdoption,5,main
4649,41,no. but we have gerbils,competitor,NA,main,Higher degree,190399,1672168663366,1672168472967,male,petAdoption-hamster,english,22039,petAdoption,1,main
4649,41,no. only xbox and gameboy,sameCategory,NA,main,Higher degree,190399,1672168663366,1672168472967,male,electronics-console,english,21995,electronics,3,main
4649,41,it's an iguana.,competitor,NA,main,Higher degree,190399,1672168663366,1672168472967,male,zoo-reptiles,english,15345,zoo,4,main
4649,41,no. but I have an oil painting,competitor,NA,main,Higher degree,190399,1672168663366,1672168472967,male,interior-deco,english,53304,interior,5,main
4651,60,"No but we have raspberry pie, would you like that?",competitor,NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,cafe-pie,English,51312,cafe,1,main
4651,60,"No, sorry. Cigarettes though, would you like those instead?",competitor,NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,dutyFree-smokes,English,30234,dutyFree,2,main
4651,60,"No we haven't - we have shorts, necklaces and sweatshirts.",fullList,NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,clothing-clothes,English,37411,clothing,3,main
4651,60,"I have prepared movies, checkers and Monopoly. I may have scrabble somewhere - shall I have a look?",fullList,NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,friendsActivities-boardGames,English,47828,friendsActivities,5,main
4702,54,"No, sorry, we do not, but we do have iced coffee.",competitor,NA,main,Graduated College,432511,1672237346494,1672236913983,male,bar-tea,English,71306,bar,1,main
4702,54,"No we do not have any in stock at the moment, sorry.",taciturn,NA,main,Graduated College,432511,1672237346494,1672236913983,male,clothing-acc,English,67952,clothing,2,main
4702,54,"No, we can't, there is no chameleon here.",taciturn,NA,main,Graduated College,432511,1672237346494,1672236913983,male,zoo-reptiles,English,52600,zoo,4,main
4702,54,"No sorry, we don't stock any Playstations. Do any of these other games consoles interest you?",other,NA,main,Graduated College,432511,1672237346494,1672236913983,male,electronics-console,English,81871,electronics,5,main
4703,44,There is an acrobatics class which is similar to activities you would do in a gymnastics class.,competitor,NA,main,Graduated College,896341,1672237798872,1672236902531,male,kidsActivities-sports,English,52680,kidsActivities,1,main
4703,44,I don't have Netflix but I have some movies and games for us to play this evening. You won't miss Netflix trust me!,other,NA,main,Graduated College,896341,1672237798872,1672236902531,male,friendsActivities-videoEntertainment,English,302246,friendsActivities,2,main
4703,44,No we do not have boxing classes but we offer the following classes if these are of interest to you ?,other,NA,main,Graduated College,896341,1672237798872,1672236902531,male,gym-boxing,English,57279,gymActivities,3,main
4703,44,"I'm sorry but I dont have any cookies at the moment, but I will check for you if we can offer that, I have the following items if these interest you?",other,NA,main,Graduated College,896341,1672237798872,1672236902531,male,dutyFree-sweets,English,255950,dutyFree,5,main
4710,47,"Hello, sorry we don't offer boxing classes but perhaps you may be interested in our kickboxing or karate classes?",sameCategory,NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,gym-boxing,English,41168,gymActivities,1,main
4710,47,I'm so sorry we don't serve iced tea. I can recommend our iced coffee though.,competitor,NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,bar-tea,English,34187,bar,2,main
4710,47,"No, how about an oil painting?",competitor,NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,interior-deco,English,21264,interior,3,main
4710,47,We don't but we have some great mystery and adventure novels.,sameCategory,NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,books-fantasy,English,17913,books,5,main
4640,62,"No sir but we do rent the same family of boats, our version is the kayak",competitor,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,waterSport-muscle,English,84674,waterSport,1,main
4640,62,i have none at the moment however if you want a substitute short term then you can choose between an oil painting and photograph prints,sameCategory,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,interior-deco,English,127861,interior,2,main
4640,62,"we have sold out until next weeks new stock arrives, how about a necklace but be quick as they are selling out too.",competitor,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,clothing-acc,English,77716,clothing,4,main
4640,62,not today however i can get you into a hip hop session.,competitor,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,touristInfo-clubbing,English,63969,touristInfo,5,main
4658,63,"No, I'm sorry, we are out of stock at the moment.",taciturn,NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,clothing-acc,English,50505,clothing,3,main
4658,63,"No, not today but we do have a hip hop DJ and live jazz music.",sameCategory,NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,touristInfo-clubbing,English,64828,touristInfo,4,main
4658,63,"No, we don't have any watercolour paintings but we do have oil paintings, if you would like to take a look.",competitor,NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,interior-deco,English,64316,interior,5,main
4659,35,"I have an agave plant and some tulips of they're any good for you, you're welcome to have them.",sameCategory,NA,main,Graduated College,344579,1672168821108,1672168476529,female,interior-green,English,66433,interior,1,main
4659,35,We have raspberry pie which is lovely,competitor,NA,main,Graduated College,344579,1672168821108,1672168476529,female,cafe-pie,English,22059,cafe,3,main
4659,35,We have a macbook air and a desktop computer,sameCategory,NA,main,Graduated College,344579,1672168821108,1672168476529,female,electronics-laptop,English,22756,electronics,4,main
4659,35,We have ciggerattes,competitor,NA,main,Graduated College,344579,1672168821108,1672168476529,female,dutyFree-smokes,English,16331,dutyFree,5,main
4671,42,"Sorry, no I don't",taciturn,NA,main,Graduated High-school,139008,1672171774501,1672171635493,female,interior-green,English,27315,interior,3,main
4671,42,"No, but we have some great alternatives",other,NA,main,Graduated High-school,139008,1672171774501,1672171635493,female,kidsActivities-crafts,English,22823,kidsActivities,5,main
4673,32,"The options I have for tomorrow are, a budget hotel or a bed and breakfast. Do you want to discuss pricing for those? They could be not much more than a hostel.",sameCategory,NA,main,Higher degree,210370,1672171793507,1672171583137,female,bookingAgency-lowClassAccommodation,English,56848,bookingAgency,2,main
4673,32,"There isn’t today, although there is a circus show. Would this be of interest to you?",competitor,NA,main,Higher degree,210370,1672171793507,1672171583137,female,touristInfo-childTheatre,English,29152,touristInfo,3,main
4673,32,We do have a book of French love letters.  Would that interest you?,competitor,NA,main,Higher degree,210370,1672171793507,1672171583137,female,books-romance,English,33464,books,4,main
4673,32,We actually have a raspberry pie today instead. Would you like to try it?,competitor,NA,main,Higher degree,210370,1672171793507,1672171583137,female,cafe-pie,English,25155,cafe,5,main
4686,51,"sorry, we don't",taciturn,none,main,Graduated College,98759,1672237005563,1672236906804,female,electronics-console,english,11400,electronics,3,main
4686,51,"sorry, we don't",taciturn,none,main,Graduated College,98759,1672237005563,1672236906804,female,kidsActivities-sports,english,13033,kidsActivities,4,main
4692,20,"Sorry, I don't think there are any chameleons! We can go to the igaunas if you want instead?",competitor,NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,zoo-reptiles,English,41057,zoo,1,main
4692,20,"We don't sorry, but we do have gerbils that you might be interested in?",competitor,NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,petAdoption-hamster,English,30662,petAdoption,2,main
4692,20,"We don't sorry, but we do have kickboxing instead if that's something you're interested in.",competitor,NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,gym-boxing,English,30053,gymActivities,3,main
4692,20,"There isn't, sorry, however we do have a room in a bed-and-breakfast, a suite in a four-star hotel and an apartment that's close to the city.",fullList,NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,bookingAgency-highClassAccommodation,English,53010,bookingAgency,5,main
4648,31,There are no chameleons here but let's see the amazing turtles and iguanas.,sameCategory,NA,main,Higher degree,175066,1672168658394,1672168483328,male,zoo-reptiles,"English, Polish",42026,zoo,1,main
4648,31,I am afraid we do not have iced tea. We do have iced coffee.,competitor,NA,main,Higher degree,175066,1672168658394,1672168483328,male,bar-tea,"English, Polish",27949,bar,2,main
4648,31,"No, we have a hip-hop night and later performance by a live jazz band.",sameCategory,NA,main,Higher degree,175066,1672168658394,1672168483328,male,touristInfo-clubbing,"English, Polish",32296,touristInfo,3,main
4648,31,"We have kayaks only, if that's ok?",competitor,NA,main,Higher degree,175066,1672168658394,1672168483328,male,waterSport-muscle,"English, Polish",37293,waterSport,4,main
4650,47,"No, sorry we don't have that today.",taciturn,NA,main,Higher degree,202445,1672168673782,1672168471337,female,cafe-pizza,English,32586,cafe,1,main
4650,47,"No, but I do have an oil painting you could have.",competitor,NA,main,Higher degree,202445,1672168673782,1672168471337,female,interior-deco,English,36170,interior,3,main
4650,47,"No, how about we watch a movie instead?",competitor,NA,main,Higher degree,202445,1672168673782,1672168471337,female,friendsActivities-videoEntertainment,English,30243,friendsActivities,4,main
4650,47,"No, we do kickboxing if that is of interest?",competitor,NA,main,Higher degree,202445,1672168673782,1672168471337,female,gym-boxing,English,33765,gymActivities,5,main
4685,27,"No, but we do have gingerbread.",competitor,NA,main,Graduated College,95714,1672237002197,1672236906483,male,dutyFree-sweets,English,13701,dutyFree,2,main
4685,27,"We have gerbils, if you prefer?",competitor,NA,main,Graduated College,95714,1672237002197,1672236906483,male,petAdoption-hamster,English,14562,petAdoption,3,main
4685,27,"No, how about an Xbox?",competitor,NA,main,Graduated College,95714,1672237002197,1672236906483,male,electronics-console,English,11022,electronics,4,main
4685,27,"Kayaks, pedal boats and water ski equipment, but no canoes.",fullList,NA,main,Graduated College,95714,1672237002197,1672236906483,male,waterSport-muscle,English,19997,waterSport,5,main
4708,36,"No, but we have gerbils.",competitor,NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,petAdoption-hamster,English,23376,petAdoption,1,main
4708,36,"No, but I can make you one.",other,NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,interior-deco,English,23864,interior,2,main
4708,36,"No, but how about a suite in a four star hotel?",competitor,NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,bookingAgency-highClassAccommodation,English,28576,bookingAgency,3,main
4708,36,"No, we have karate and kickboxing though.",sameCategory,NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,gym-boxing,English,21759,gymActivities,4,main
4709,24,"Unfortunately not, but we do have gingerbread available.",competitor,NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,dutyFree-sweets,NA,35238,dutyFree,2,main
4709,24,"We don't have any hamsters, sadly. However, we do have gerbils if that is okay?",competitor,NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,petAdoption-hamster,NA,27612,petAdoption,3,main
4709,24,"We don't have any psychological thrillers in at the moment, but we have some adventure novels as well as mystery novels that you might like.",sameCategory,NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,books-fantasy,NA,32395,books,4,main
4709,24,We don't offer boxing classes but we do offer kickboxing classes.,competitor,NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,gym-boxing,NA,22418,gymActivities,5,main
4724,43,"I’m sorry, we don’t stock those at present.",taciturn,NA,main,Graduated College,238749,1672240365099,1672240126350,female,clothing-acc,English,48175,clothing,1,main
4724,43,"Sorry, we don’t have iced tea, but we do serve a refreshing iced coffee.",competitor,NA,main,Graduated College,238749,1672240365099,1672240126350,female,bar-tea,English,44089,bar,2,main
4724,43,"Sorry, no veggie pizza today but there is cheese pizza.",competitor,NA,main,Graduated College,238749,1672240365099,1672240126350,female,cafe-pizza,English,34823,cafe,4,main
4724,43,"No, there is no Netflix but there’s plenty of other options for entertainment.",other,NA,main,Graduated College,238749,1672240365099,1672240126350,female,friendsActivities-videoEntertainment,English,50687,friendsActivities,5,main
4655,38,"No I’m afraid we do not sell those on board.
Would you like anything else?
",other,NA,main,Higher degree,281556,1672168763309,1672168481753,female,dutyFree-smokes,English,52872,dutyFree,1,main
4655,38,No but I have this agave instead- would you like that?,competitor,NA,main,Higher degree,281556,1672168763309,1672168481753,female,interior-green,English,42572,interior,2,main
4655,38,"No, the closest we offer is Pilates- you should give it a try",competitor,NA,main,Higher degree,281556,1672168763309,1672168481753,female,gym-yoga,English,37165,gymActivities,3,main
4655,38,"No, we only have the MacBook Air at the moment.",competitor,NA,main,Higher degree,281556,1672168763309,1672168481753,female,electronics-laptop,English,34924,electronics,4,main
4656,62,"No, but I do have some books of French love letters",competitor,NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,books-romance,english,44961,books,1,main
4656,62,I'm not sure that there is a tiger in this zoo. But there is definitely a lion that we can go to see,competitor,NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,zoo-xl,english,67440,zoo,2,main
4656,62,"No, we don't have scrabble, but we do have monopoly, and there's also checkers and some movie we can watch",fullList,NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,friendsActivities-boardGames,english,58977,friendsActivities,4,main
4656,62,Unfortunately we don't have a pottery class. But maybe you would like a painting class. Or there'd also carpentry or acrobatics classes.,fullList,NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,kidsActivities-crafts,english,77248,kidsActivities,5,main
4665,27,"We do not have a Playstation, sorry.",taciturn,NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,electronics-console,English,16176,electronics,1,main
4665,27,"I don't have watercolour paintings, I'm afraid.",taciturn,NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,interior-deco,English,20306,interior,3,main
4665,27,"There is no club event with electronic music today, only hip hop",competitor,NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,touristInfo-clubbing,English,22740,touristInfo,4,main
4665,27,"I do not have Netflix, sorry.",taciturn,NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,friendsActivities-videoEntertainment,English,14234,friendsActivities,5,main
4672,33,We have some mystery books that could also be considered thrillers.,competitor,NA,main,NA,215988,1672171791741,1672171575753,female,books-fantasy,English,50330,books,1,main
4672,33,"No, I'm sorry but the only painting I have at the moment is an oil painting.",competitor,NA,main,NA,215988,1672171791741,1672171575753,female,interior-deco,English,46931,interior,2,main
4672,33,Unfortunately not - the most similar item we have is a kayak.,competitor,NA,main,NA,215988,1672171791741,1672171575753,female,waterSport-muscle,English,38640,waterSport,3,main
4672,33,"No, but there's a selection of movies if you want to choose one.",competitor,NA,main,NA,215988,1672171791741,1672171575753,female,friendsActivities-videoEntertainment,English,24269,friendsActivities,4,main
4674,25,"We have books with french love letters, would you be interested in those?",competitor,NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,books-romance,English,30133,books,1,main
4674,25,We unfortnatly don't but do have golden retrievers that are similar in energy level and size.,competitor,NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,petAdoption-dogs,English,42769,petAdoption,3,main
4674,25,We don't but would you be interested in any cigarettes?,competitor,NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,dutyFree-smokes,English,18626,dutyFree,4,main
4674,25,Would an agave plant or tulips but something you'd like instead since I currently have no aloe vera plants?,sameCategory,NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,interior-green,English,39083,interior,5,main
4678,51,"chameleon is probably near to iguanas, let's go and have a look.",competitor,all great.,main,Graduated College,366214,1672171954080,1672171587866,female,zoo-reptiles,"English, Estonian",74800,zoo,1,main
4678,51,"hello, we do have kayaks if you are interested.",competitor,all great.,main,Graduated College,366214,1672171954080,1672171587866,female,waterSport-muscle,"English, Estonian",74683,waterSport,3,main
4678,51,"hello, we do offer kickboxing classes, are you interested about it?",competitor,all great.,main,Graduated College,366214,1672171954080,1672171587866,female,gym-boxing,"English, Estonian",44816,gymActivities,4,main
4678,51,"Netflix is boring, let's play some games guys",other,all great.,main,Graduated College,366214,1672171954080,1672171587866,female,friendsActivities-videoEntertainment,"English, Estonian",39383,friendsActivities,5,main
4680,56,We don’t generally have iced tea but I’ll see what I can do for you,other,NA,main,Graduated High-school,408270,1672171995137,1672171586867,female,bar-tea,English,33926,bar,2,main
4680,56,Yes I have some paintings. Also if interested I have plant as well to make your house look homely,other,NA,main,Graduated High-school,408270,1672171995137,1672171586867,female,interior-deco,English,63033,interior,3,main
4680,56,I’m sorry I havnt but I do have some necklaces if your interested,competitor,NA,main,Graduated High-school,408270,1672171995137,1672171586867,female,clothing-acc,English,31384,clothing,5,main
4662,22,"I don't have any watercolours but if you're looking for something nice to fill up a wall, you could take a look at this oil painting. Oh, and I've got some printed photographs too.",sameCategory,NA,main,Higher degree,445193,1672168924340,1672168479147,male,interior-deco,English,117298,interior,1,main
4662,22,I'm sorry we don't have cookies. Would you like to purchase some duty-free granola bars or gingerbread instead? We've also got cigarettes on sale if you'd like.,fullList,NA,main,Higher degree,445193,1672168924340,1672168479147,male,dutyFree-sweets,English,119539,dutyFree,2,main
4662,22,"Hi, sorry we don't have those in stock at the moment. Though if you're interested, we've got some mystery novels, adventure novels and books of French love letters.",fullList,NA,main,Higher degree,445193,1672168924340,1672168479147,male,books-fantasy,English,88755,books,3,main
4662,22,"Sorry ma'am, we only serve soda, Chardonnay and iced coffee here. Would you like some?",fullList,NA,main,Higher degree,445193,1672168924340,1672168479147,male,bar-tea,English,60138,bar,5,main
4693,32,"No I don't, but I do have an agave plant or some tulips you are welcome to if you would like those?",sameCategory,NA,main,Higher degree,195676,1672237105338,1672236909662,female,interior-green,English,62272,interior,1,main
4693,32,No sorry but I have a MacBook Air or a desktop computer if you are interested in those?,sameCategory,NA,main,Higher degree,195676,1672237105338,1672236909662,female,electronics-laptop,English,35241,electronics,2,main
4693,32,No we do not have any I'm afraid.,taciturn,NA,main,Higher degree,195676,1672237105338,1672236909662,female,clothing-clothes,English,18134,clothing,3,main
4693,32,No sorry. I do have some cigarettes if you are interested in those instead?,competitor,NA,main,Higher degree,195676,1672237105338,1672236909662,female,dutyFree-smokes,English,31896,dutyFree,4,main
4704,51,"I don't think we have books on love poems, but we do have books of French love letters.",competitor,NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,books-romance,English,69952,books,1,main
4704,51,"I'm sorry, we don't have any dalmations currently, but we do have chihuahuas and golden retrievers.",sameCategory,NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,petAdoption-dogs,English,41199,petAdoption,2,main
4704,51,"I'm sorry, the only clothing we have in stock right now is shorts and sweatshirts.",sameCategory,NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,clothing-clothes,English,32450,clothing,3,main
4704,51,"Sorry, the only board games I have are checkers and Monopoly.",sameCategory,NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,friendsActivities-boardGames,English,36701,friendsActivities,4,main
4713,26,"Unfortunately there are no five-star hotels available for a single room, but we have a great option for a suite in a four-star hotel.",competitor,NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,bookingAgency-highClassAccommodation,English,64765,bookingAgency,1,main
4713,26,"I do not have netflix, but we can play some Xbox games and Monopoly. I also have some movies available for us to watch without needing Netflix.",fullList,NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,friendsActivities-videoEntertainment,English,48001,friendsActivities,3,main
4713,26,"We do not have earrings, we only have necklaces, sunglasses, and shorts in stock.",fullList,NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,clothing-acc,English,18382,clothing,4,main
4713,26,"We do not have a PlayStation in stock, however we do have an Xbox that works almost the same as a PlayStation.",competitor,NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,electronics-console,English,36975,electronics,5,main
4728,46,"no, sorry just sunglasses, shorts and necklaces",fullList,NA,main,Higher degree,272615,1672240412216,1672240139601,female,clothing-acc,english,55349,clothing,2,main
4728,46,"no, sorry",taciturn,NA,main,Higher degree,272615,1672240412216,1672240139601,female,petAdoption-hamster,english,23322,petAdoption,3,main
4728,46,we have gingerbread and granola bars!,sameCategory,NA,main,Higher degree,272615,1672240412216,1672240139601,female,dutyFree-sweets,english,34984,dutyFree,4,main
4728,46,"sorry, just iced coffee, would you like some water?",competitor,NA,main,Higher degree,272615,1672240412216,1672240139601,female,bar-tea,english,39195,bar,5,main
4744,50,"Unfortunately we don't. However, we do offer kickboxing classes which focused on kicking and punching if you'd like to consider.",competitor,NA,main,Graduated College,679177,1672240884035,1672240204858,female,gym-boxing,English,236131,gymActivities,1,main
4744,50,"Unfortunately we don't have them on shelf at the moment, however, I'd be happy to order some for you if you're interested.",other,NA,main,Graduated College,679177,1672240884035,1672240204858,female,books-fantasy,English,118834,books,2,main
4744,50,"No, we don't at the moment. W",taciturn,NA,main,Graduated College,679177,1672240884035,1672240204858,female,waterSport-muscle,English,56680,waterSport,3,main
4744,50,No. We have other interesting classes if you'd like to try.,other,NA,main,Graduated College,679177,1672240884035,1672240204858,female,kidsActivities-sports,English,170711,kidsActivities,4,main
4666,25,"No I don't, but I have lots of movies at hand here",competitor,NA,main,Graduated College,114802,1672171693907,1672171579105,female,friendsActivities-videoEntertainment,English,19320,friendsActivities,2,main
4666,25,"No, but we have ferrets and gerbils",sameCategory,NA,main,Graduated College,114802,1672171693907,1672171579105,female,petAdoption-hamster,English,16184,petAdoption,3,main
4666,25,"No, we do not. But we have granola bars and gingerbread",sameCategory,NA,main,Graduated College,114802,1672171693907,1672171579105,female,dutyFree-sweets,English,20135,dutyFree,4,main
4666,25,"Yes, we can look at the reptile area",other,NA,main,Graduated College,114802,1672171693907,1672171579105,female,zoo-reptiles,English,32468,zoo,5,main
4705,43,"no

",taciturn,NA,main,Higher degree,111027,1672240230346,1672240119319,female,zoo-reptiles,English,14330,zoo,3,main
4705,43,"no 
",taciturn,NA,main,Higher degree,111027,1672240230346,1672240119319,female,petAdoption-hamster,English,9276,petAdoption,4,main
4705,43,"no 
",taciturn,NA,main,Higher degree,111027,1672240230346,1672240119319,female,friendsActivities-videoEntertainment,English,10316,friendsActivities,5,main
4723,32,"We don't have any in stock right now I'm afraid, but we do have this mystery novel that you might be interested in",competitor,n/a,main,Graduated College,235583,1672240357967,1672240122384,female,books-fantasy,English,38085,books,1,main
4723,32,"We don't right now, but if it's jewellery you're after then our necklace section is just over here",competitor,n/a,main,Graduated College,235583,1672240357967,1672240122384,female,clothing-acc,English,46891,clothing,3,main
4723,32,"We don't, would you be interested in an Xbox?",competitor,n/a,main,Graduated College,235583,1672240357967,1672240122384,female,electronics-console,English,55890,electronics,4,main
4723,32,I've got some movies lined up for us to check out,competitor,n/a,main,Graduated College,235583,1672240357967,1672240122384,female,friendsActivities-videoEntertainment,English,44331,friendsActivities,5,main
