model_name,itemName,predictions,category,probs,is_few_shot,dataset,model_type
danyaljj/gpt2_question_answering_squad2,sugar-coffee,"your pantry you have sweetener tablets, honey, agave syrup, and salt",fullList,0.971950709819794,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sugar-coffee,"your pantry you have sweetener tablets, honey, agave syrup, and salt.",fullList,0.969312071800232,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sugar-coffee,"have sweetener tablets, honey, agave syrup, and salt",fullList,0.967067658901215,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sugar-baking,ave syrup,other,0.971443593502045,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sugar-baking,your pantry,other,0.970431983470917,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sugar-baking,"ave syrup, honey, sweetener tablets, and salt",other,0.970009386539459,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sugar-baking,"ave syrup, honey, sweetener tablets, and salt.",other,0.959855616092682,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sugar-baking,ave,other,0.959282398223877,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-injury,kerchief,other,0.979039907455444,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-injury,handkerchief,yes,0.973517954349518,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-injury,cell phone,otherCategory,0.964937031269074,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-injury,handkerchief,yes,0.957142651081085,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-injury,your backpack,other,0.95695960521698,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-sauce,handkerchief,yes,0.970069229602814,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-sauce,kerchief,other,0.969908535480499,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-sauce,cell phone,otherCategory,0.960300743579865,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-sauce,seat neighbor just started eating a sandwich and spilled some sauce on their sweater,other,0.955126404762268,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,handkerchief-sauce,seat neighbor just started eating a sandwich and spilled some sauce on their sweater.,other,0.953685522079468,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-renovation,vacuum cleaner,competitor,0.980264902114868,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-renovation,your bell,other,0.973195552825928,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-renovation,"vacuum cleaner, a hand brush, a shovel, and a lamp",fullList,0.968324065208435,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-renovation,of your neighbors rings your bell,other,0.965312480926514,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-renovation,of your neighbors rings your bell,other,0.964390814304352,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-snow,"hand brush, a vacuum cleaner, and a lamp",other,0.994498133659363,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-snow,hand brush,mostSimilar,0.985755145549774,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-snow,"hand brush, a vacuum cleaner, and a lamp.",other,0.981684148311615,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-snow,"shovel, a hand brush, a vacuum cleaner, and a",sameCategory,0.973100543022156,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,broom-snow,"hand brush, a vacuum cleaner",sameCategory,0.971416592597961,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-sleepover,"pair of leggings, shorts, and towels",other,0.983341872692108,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-sleepover,pair of leggings,mostSimilar,0.981801867485046,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-sleepover,pyjamas,competitor,0.976798892021179,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-sleepover,"pair of leggings, shorts, and towels.",other,0.972467601299286,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-sleepover,NA,taciturn,0.965020775794983,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-spill,NA,taciturn,0.9780113697052,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-spill,"pair of leggings, pyjamas, and towels",other,0.961233735084534,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-spill,pair of leggings,mostSimilar,0.960983514785767,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-spill,", a pair of leggings, pyjamas, and towels",other,0.959340393543243,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,sweatpants-spill,your closet,other,0.953865826129913,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-summer,jacket,other,0.984809577465057,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-summer,plastic bike cover,mostSimilar,0.977279484272003,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-summer,"plastic bike cover, a rain jacket, and a tent",other,0.97412121295929,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-summer,bike cover,mostSimilar,0.966103494167328,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-summer,NA,taciturn,0.963670015335083,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-rain,rain jacket,competitor,0.976193845272064,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-rain,bike cover,mostSimilar,0.97131335735321,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-rain,"rain jacket, a plastic bike cover, sunscreen, and a tent",fullList,0.969416975975037,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-rain,jacket,other,0.958644926548004,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,umbrella-rain,"rain jacket, a plastic bike cover, sunscreen, and a tent.",fullList,0.950208961963654,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-board,-its,other,0.978074133396149,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-board,bookmarks,sameCategory,0.965784788131714,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-board,board marker,competitor,0.960833132266998,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-board,"board marker, a notebook, sticky bookmarks, and an eraser",fullList,0.957311034202576,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-board,-it notes,other,0.954136848449707,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-reading,"bookmarks, a notebook, whiteboard marker, and an eraser",fullList,0.974801063537598,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-reading,-its,other,0.973463118076325,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-reading,bookmarks,competitor,0.969077229499817,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-reading,"bookmarks, a notebook, whiteboard marker, and an eraser.",fullList,0.955110013484955,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,postit-reading,"bookmarks, a notebook, whiteboard marker",sameCategory,0.952267706394196,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-garden,pans,sameCategory,0.964064836502075,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-garden,"pans, camping cookware, and ceramic plates",other,0.962443470954895,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-garden,pots,other,0.95683765411377,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-garden,crafty person,other,0.95582789182663,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-garden,pans,sameCategory,0.954662919044495,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-jam,pans,competitor,0.981350421905518,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-jam,pot,other,0.974987924098969,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-jam,"pans, old cans, and ceramic plates",other,0.973740041255951,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-jam,"pans, old cans, and ceramic plates.",other,0.966067910194397,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,pot-jam,NA,taciturn,0.965293109416962,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-hair,towels,other,0.986062586307526,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-hair,dryer,sameCategory,0.974050760269165,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-hair,er,other,0.973506331443787,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-hair,towels,other,0.973117887973785,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-hair,dryer in the basement,sameCategory,0.972610056400299,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-clothes,towels,other,0.977366745471954,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-clothes,the basement,other,0.976448178291321,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-clothes,hair dryer,sameCategory,0.970412731170654,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-clothes,"your dorm you have a dryer in the basement, paper towels, a hair dryer, and a blanket",fullList,0.970111846923828,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,towel-clothes,er,other,0.970075845718384,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-halloween,"big chocolate bar, ice cream, and soda",other,0.985507488250732,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-halloween,trail mix packages,competitor,0.983634293079376,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-halloween,"trail mix packages, a big chocolate bar, ice cream, and soda",fullList,0.975769758224487,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-halloween,"big chocolate bar, ice cream, and soda.",other,0.972670614719391,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-halloween,"trail mix packages, a big chocolate bar, ice cream, and soda.",fullList,0.967088878154755,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-dessert,cream,other,0.978007197380066,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-dessert,"cream, a big chocolate bar, little trail mix packages, and soda",other,0.977219820022583,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-dessert,"cream, a big chocolate bar, little trail mix packages",sameCategory,0.961031317710877,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-dessert,"cream, a big chocolate bar, little trail mix packages, and soda.",other,0.949486017227173,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,candy-dessert,"big chocolate bar, little trail mix packages, and soda",other,0.942748486995697,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-plants,glass,mostSimilar,0.988588511943817,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-plants,"glass, a to-go mug, and a spoon",other,0.976499199867249,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-plants,to-go mug,sameCategory,0.973236560821533,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-plants,NA,taciturn,0.969958961009979,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-plants,bottle,yes,0.962469935417175,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-water,to-go mug,competitor,0.987804710865021,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-water,"to-go mug, a glass, a watering can, and a spoon",fullList,0.972622692584992,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-water,your car trunk,other,0.966104090213776,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-water,"to-go mug, a glass, a watering can, and a spoon.",fullList,0.957994341850281,FALSE,SQuADv2,generative
danyaljj/gpt2_question_answering_squad2,bottle-water,your car trunk,other,0.951971590518951,FALSE,SQuADv2,generative
gpt2,chair-repair,", I don't have a chair.

You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in. When walking out of the building you see him trying to reach the top of the window that he is cleaning. In your apartment you have  a ladder, a leather recliner, a stool, and a broom. When your neighbor sees you in front of the house, they greet you and ask: Do you have a chair? You reply: No, I don't have a chair.

You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in.",fullList,0.930695176124573,FALSE,WebText,generative
gpt2,chair-repair,", I don't have a chair.

You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in. When walking out of the building you see him trying to reach the top of the window that he is cleaning. In your apartment you have  a ladder, a leather recliner, a stool, and a broom. When your neighbor sees you in front of the house, they greet you and ask: Do you have a chair? You reply: No, I don't have a chair. You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in. When walking",fullList,0.916392087936401,FALSE,WebText,generative
gpt2,chair-repair,", I don't have a chair.

You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in. When walking out of the building you see him trying to reach the top of the window that he is cleaning. In your apartment you have  a ladder, a leather recliner, a stool, and a broom. When your neighbor sees you in front of the house, they greet you and ask: Do you have a chair? You reply: No, I don't have a chair.

You have a neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in. When",fullList,0.913615703582764,FALSE,WebText,generative
gpt2,chair-repair,", I don't have a chair.

You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in. When walking out of the building you see him trying to reach the top of the window that he is cleaning. In your apartment you have  a ladder, a leather recliner, a stool, and a broom. When your neighbor sees you in front of the house, they greet you and ask: Do you have a chair? You reply: No, I don't have a chair.

You have a neighbor who will be moving into the apartment on the ground floor of your house. You see your neighbor cleaning his windows before moving in. When walking",fullList,0.912861824035645,FALSE,WebText,generative
gpt2,chair-repair,", I don't have a chair.

You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor cleaning his windows before moving in. When walking out of the building you see him trying to reach the top of the window that he is cleaning. In your apartment you have  a ladder, a leather recliner, a stool, and a broom. When your neighbor sees you in front of the house, they greet you and ask: Do you have a chair? You reply: No, I don't have a chair.

You have a new neighbor who will be moving into the apartment on the ground floor of your house. You see your new neighbor clean his windows before moving in.",fullList,0.907645165920258,FALSE,WebText,generative
gpt2,chair-party,", I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have",taciturn,0.900095045566559,FALSE,WebText,generative
gpt2,chair-party,", I don't have a chair. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have",taciturn,0.895919382572174,FALSE,WebText,generative
gpt2,chair-party,", I don't have a chair. Your neighbor asks: Do you have a stool? You reply: No, I don't have a stool. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have",taciturn,0.890645325183868,FALSE,WebText,generative
gpt2,chair-party,", I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you know",taciturn,0.878013610839844,FALSE,WebText,generative
gpt2,chair-party,", I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you have a chair? You reply: No, I don't have a chair. Your neighbor asks: Do you need",taciturn,0.877459824085236,FALSE,WebText,generative
gpt2,blanket-sleepover,", I don’t have a blanket.

You have that following items at home that you could spare for some time: a sleeping bag, a pillow, some bubble wrap, and a carpet. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a blanket? You reply: No, I",fullList,0.899896264076233,FALSE,WebText,generative
gpt2,blanket-sleepover,", I don’t have a blanket.

You have that following items at home that you could spare for some time: a sleeping bag, a pillow, some bubble wrap, and a carpet. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I",fullList,0.897964775562286,FALSE,WebText,generative
gpt2,blanket-sleepover,", I don’t have a blanket.

You have that following items at home that you could spare for some time: a sleeping bag, a pillow, some bubble wrap, and a carpet. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I",fullList,0.896704614162445,FALSE,WebText,generative
gpt2,blanket-sleepover,", I don’t have a blanket.

You have that following items at home that you could spare for some time: a sleeping bag, a pillow, some bubble wrap, and a carpet. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I",fullList,0.896052420139313,FALSE,WebText,generative
gpt2,blanket-sleepover,", I don’t have a blanket.

You have that following items at home that you could spare for some time: a sleeping bag, a pillow, some bubble wrap, and a carpet. Your friend asks: Do you have a blanket? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a blanket. Your friend asks: Do you have a pillow? You reply: No, I don’t have a pillow. Your friend asks: Do you have a pillow? You reply: No, I",fullList,0.895390093326569,FALSE,WebText,generative
gpt2,blanket-transportation,", I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You",fullList,0.88779103755950900,FALSE,WebText,generative
gpt2,blanket-transportation,", I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket.",fullList,0.886504650115967,FALSE,WebText,generative
gpt2,blanket-transportation,", I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket.

She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a",fullList,0.883893013000488,FALSE,WebText,generative
gpt2,blanket-transportation,", I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a pillow? You reply: No, I don't have a blanket. She asks: Do you have a pillow? You reply: No, I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a pillow? You reply: No, I don't have a blanket. She asks: Do you have a pillow? You",fullList,0.882917881011963,FALSE,WebText,generative
gpt2,blanket-transportation,", I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket.

You have that following items at home that you could spare for some time: some bubble wrap, a pillow, a sleeping bag, and a carpet. She asks: Do you have a blanket? You reply: No, I don't have a blanket. She asks: Do you have a blanket? You reply: No, I don't have a blanket. You ask: Do you have a blanket? You",fullList,0.879357039928436,FALSE,WebText,generative
gpt2,box-muffins,", I don't have a box.

You have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake container, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake container, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake",fullList,0.884235382080078,FALSE,WebText,generative
gpt2,box-muffins,", I don't have a box.

You have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a box, a",fullList,0.879096984863281,FALSE,WebText,generative
gpt2,box-muffins,", I don't have a box.

You have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake container, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box.

You have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box.

You have a box, a carton, a z",fullList,0.876153469085693,FALSE,WebText,generative
gpt2,box-muffins,", I don't have a box.

You have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake container, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake container, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box.

You have a cake container, a",fullList,0.875519156455994,FALSE,WebText,generative
gpt2,box-muffins,", I don't have a box.

You have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake container, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box.

You have a box, a carton, a ziplock bag, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. In your pantry, you have a cake container, a cart",fullList,0.87530779838562,FALSE,WebText,generative
gpt2,box-bbq,", I don't have a box.

You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. You have a ziplock bag, a carton, a cake container",fullList,0.874111533164978,FALSE,WebText,generative
gpt2,box-bbq,", I don't have a box.

You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box.

You have a ziplock bag, a carton, a",fullList,0.867306351661682,FALSE,WebText,generative
gpt2,box-bbq,", I don't have a box.

You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. You have a ziplock bag, a carton, a cake container, and a tote bag. In your pantry, you have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box? You reply: No, I don't have a box. You have a ziplock bag, a carton, a cake container, and a tote bag. As your friends want to head out they ask: Do you have a box?",fullList,0.864742755889893,FALSE,WebText,generative
